Particulars, Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
Foreign Exchange Gain/Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,462",,,"306,532",,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"997,125",,,"442,598",,"2,915,983",,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227,686",,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169,674",,,"63,955",,"438,931",,,,,,,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"599,765",,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"211,706",,,"374,074",,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115,773",,"5,469",,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"211,706",,,"374,074",,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"714,767",,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Ordinary Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"747,956",,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,996",,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"472,760",,,,,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.84%,,,23.64%,,22.37%,,,,,,,,,,,,,,,,,,,,,
Capital Fund to RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.79%,,,15.78%,,15.32%,,,,,,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66%,,,0.93%,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Yield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.50%,,,11.06%,,10.83%,,,,,,,,,,,,,,,,,,,,,
Cost of Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22%,,,7.52%,,7.40%,,,,,,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28%,,,3.54%,,,,,,,,,,,,,,,,,,,,,,,
Credit to Deposit Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.72%,,,,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earning Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.24,,25.21,,,,,,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.64%,,22.37%,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.80%,,,16.11%,,12.66%,,,,,,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/D Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21%,,,10.70%,,10.11%,,,,,,,,,,,,,,,,,,,,,
