Particulars,Q1 2064,Q2 2064,Q3 2064,Q4 2064,Q1 2065,Q2 2065,Q3 2065,Q4 2065,Q1 2066,Q2 2066,Q3 2066,Q4 2066,Q1 2067,Q2 2067,Q3 2067,Q4 2067,Q1 2068,Q2 2068,Q3 2068,Q4 2068,Q1 2069,Q2 2069,Q3 2069,Q4 2069,Q1 2070,Q2 2070,Q3 2070,Q4 2070,Q1 2071,Q2 2071,Q3 2071,Q4 2071,Q1 2072,Q2 2072,Q3 2072,Q4 2072,Q1 2073,Q2 2073,Q3 2073,Q4 2073,Q1 2074,Q2 2074,Q3 2074,Q4 2074,Q1 2075,Q2 2075,Q3 2075,Q4 2075,Q1 2076,Q2 2076,Q3 2076,Q4 2076,Q1 2077,Q2 2077,Q3 2077,Q4 2077,Q1 2078,Q2 2078,Q3 2078,Q4 2078,Q1 2079,Q2 2079,Q3 2079,Q4 2079,Q1 2080,Q2 2080,Q3 2080,Q4 2080
total operating income,,,,,,,,,,,,,,,,595654.17,854597.33,174808.57,406454.27,602659.13,902911.99,267131.63,610411.03,939781.86,1256711.72,228235.08,630206.91,968879.4,1412375.94,403229.05,816884.06,1231361.4,1832956.4,423106.16,896030.81,1443659.49,2220782.91,529032.81,1152245.99,1854502.91,2807926.54,760017.28,1552309.88,2516832.03,3730225.11,1354404.0,2368795.0,1040655.314,1211787.955,1571854.954,1323122.359,1374735.263,1512342.403,2251953.395,1681154.191,1904727.365,2024336.368,1967566.963,1695522.772,2203276.828,2092070.425,2350025.526,1930930.579,2270353.065,,,,
staff expenses,,,,,,,,,,,,,,,,52704.48,75923.72,22846.51,43471.2,64389.34,90820.48,20773.98,48346.77,73989.74,111019.81,31758.08,58999.83,87344.88,134279.02,44776.55,82783.5,122928.48,171702.2,47335.83,85984.9,128857.41,204356.56,67236.45,124417.24,185959.56,281130.48,99349.01,179166.75,267037.97,388407.6,189579.0,355245.0,222951.714,308124.445,256685.942,232955.36,289963.481,300672.36,359898.84,400379.565,424522.899,404234.388,457046.018,362978.006,450706.326,434224.317,506649.701,422062.752,472352.103,,,,
operating profit,,,,,,,,,,,,,,,,407008.05,576479.15,90034.29,102888.38,261293.32,518821.56,54593.1,166926.95,522459.28,666694.16,92056.7,363626.43,547771.49,862420.21,206220.51,506723.69,700865.43,1099224.48,314278.15,585932.5,864683.25,1505242.07,256184.03,734169.3,1253692.61,2012463.58,433847.56,944629.94,1747947.08,2695002.0,831216.0,1511912.0,684817.024,1073892.395,944497.604,911230.609,1042579.522,373897.614,1447651.712,1145419.424,1440885.249,665259.305,1409011.959,1000735.377,1490138.17,1337071.34,1252341.981,1110023.278,1161578.436,,,,
non operating income expense,,,,,,,,,,,,,,,,3581.0,4973.41,,,,,,87359.58,,,,,,,,,,55786.35,32375.86,151416.06,,10068.83,,,,127966.85,127966.85,47233.2,66719.98,94461.86,,2556.0,,,-1972.15,,,,,,,,,,,,,,,,,,
profit for the period,,,,,,,,,,,,,,,,261283.94,310015.27,57294.68,70314.4,171117.55,338566.48,89829.05,161818.7,388004.35,479790.11,123741.2,310146.61,423707.57,632373.72,161637.03,362103.12,553441.93,801258.0,1854852.16,,709513.87,1128236.74,251058.14,559717.58,882960.75,1482858.96,341750.31,715128.0,1258574.54,1892038.67,581929.0,1060897.0,487008.162,817429.186,659767.817,641019.567,729887.775,262127.417,1017634.91,795694.899,1004346.581,437101.031,977934.629,700655.317,1043430.251,959211.826,874170.399,777874.355,815512.18,,,,
capital fund to rwa,,,,,,,,,,,,,,,,16.01,16.48,14.04,14.02,14.04,14.85,13.16,12.7,12.91,13.82,12.23,12.15,12.27,12.4,12.24,12.11,12.31,12.35,12.35,12.48,12.19,11.73,11.36,13.57,12.82,13.36,12.9,12.76,12.51,12.54,12.17,12.68,12.13,12.78,12.75,13.23,12.98,13.4,14.08,14.24,14.07,15.1,14.56,12.97,13.2,13.33,13.11,12.49,12.46,,,,
non performing loan to total loan,,,,,,,,,,,,,,,,0.36,0.48,0.77,1.12,1.25,0.47,3.29,3.51,2.92,2.23,2.27,2.21,2.01,1.5,2.62,2.46,2.85,1.75,1.72,1.46,1.59,1.23,1.32,1.36,1.37,0.78,1.37,1.43,1.06,0.66,1.41,1.58,1.58,0.92,1.14,1.45,0.97,1.54,1.37,1.08,0.86,1.45,0.62,0.78,0.94,1.4,1.8,2.81,3.06,,,,
total loan loss provision to npl,,,,,,,,,,,,,,,,314.96,262.52,178.01,170.97,149.33,303.85,70.57,85.82,82.79,109.66,99.21,101.28,117.73,145.37,98.77,102.84,87.65,131.68,144.01,161.88,138.11,159.42,144.24,135.07,137.57,206.99,128.32,128.34,158.24,222.4,126.14,131.28,132.43,175.36,159.92,136.7,170.75,140.42,169.38,197.64,218.65,157.05,338.55,259.05,219.74,158.39,137.64,115.01,112.8,,,,
cost of fund,,,,,,,,,,,,,,,,9.55,9.77,10.56,10.1,9.75,9.61,7.59,7.08,6.92,6.99,6.87,6.31,6.02,5.89,4.81,4.68,4.62,4.68,4.76,4.52,4.23,4.33,4.23,4.48,4.98,8.15,8.22,8.16,8.53,8.04,7.8,8.29,7.29,7.9,7.67,7.65,8.03,4.14,6.26,6.05,5.5,5.74,6.62,7.29,7.89,8.31,8.9,9.25,9.09,,,,
base rate,,,,,,,,,,,,,,,,,,,,,,,10.19,10.01,10.08,9.66,9.26,9.05,8.91,7.85,7.69,7.61,7.62,7.45,7.2,6.93,6.97,6.93,7.3,7.96,10.64,10.95,10.76,11.1,10.47,10.39,10.17,10.2,10.03,9.67,9.45,9.85,8.62,8.12,7.85,7.14,7.21,8.27,8.98,9.68,9.99,10.91,11.34,11.01,,,,
net interest spread,,,,,,,,,,,,,,,,3.11,3.23,3.12,2.95,3.09,3.55,3.48,2.99,3.18,3.3,2.83,2.93,2.84,2.94,3.45,3.5,3.17,3.43,2.59,2.93,3.11,3.34,2.85,2.79,2.9,3.45,3.53,3.49,4.28,4.23,,,3.71,4.32,5.18,4.33,4.64,4.22,4.4,4.27,4.38,4.09,3.08,3.46,4.1,4.37,4.31,4.33,4.19,,,,
market share price,,,,,,,,,,,,,,,,211.0,222.0,200.0,189.0,,237.0,224.0,314.0,332.0,324.0,327.0,508.0,463.0,583.0,512.0,449.0,447.0,455.0,599.0,490.0,570.0,746.0,658.0,510.0,479.0,421.0,444.0,304.0,295.0,287.0,332.0,328.0,,,,,,,,,,,,,,,,,,,,,
return on equity,,,,,,,,,,,,,,,,16.55,17.13,9.11,5.58,8.87,12.74,12.83,12.12,18.59,16.96,15.81,19.97,17.48,14.63,17.18,18.81,18.7,19.94,19.59,20.55,20.18,23.04,17.98,17.52,17.96,19.96,14.21,14.35,16.1,17.18,,,,,,,,,,,,,15.68,13.14,13.64,13.36,12.29,11.9,11.5,,,,
return on total assets,,,,,,,,,,,,,,,,1.64,1.75,1.01,0.6,0.97,1.37,1.34,1.18,1.83,1.61,1.58,1.96,1.69,1.78,1.68,1.81,1.81,1.79,1.9,2.0,1.93,2.25,1.77,1.91,1.96,2.24,1.72,1.73,1.96,2.18,,,,,,,,,,,,,1.99,1.66,1.8,1.76,1.69,1.56,1.54,,,,
credit to deposit ratio,,,,,,,,,,,,,,,,87.05,79.67,78.37,78.3,79.37,72.51,79.8,78.75,77.95,69.1,76.31,79.19,77.43,73.84,76.39,75.96,75.63,73.95,73.28,74.39,74.04,77.13,75.12,76.3,72.67,76.8,75.7,77.5,77.64,75.22,79.8,78.55,78.43,77.0,77.86,77.86,76.55,74.54,80.03,81.37,82.31,79.6,90.25,94.83,99.62,87.2,88.47,88.89,89.13,,,,
debt ratio,,,,,,,,,,,,,,,,6.28,0.96,0.60,2.20,2.19,0.08,0.57,88.54,0.30,0.68,,,,,,,,,87.91,,,0.02,,,,,2.40,2.39,0.88,1.33,1.75,1.60,,,,,,,,,,,,,,,,0.61,0.61,,,,
interest income to assets ratio,,,,,,,,,,,,,,,,7.97,11.20,2.73,5.37,8.05,10.07,2.42,4.88,6.92,8.56,2.19,4.49,6.01,7.45,1.96,3.64,5.23,7.03,1.78,3.55,4.91,6.50,1.62,3.25,5.18,6.67,2.29,4.56,6.89,8.83,2.70,5.26,2.62,2.56,2.54,2.52,2.09,2.36,2.27,2.05,1.96,1.96,1.98,2.10,2.47,2.57,2.76,2.63,2.78,,,,
interest income margin,,,,,,,,,,,,,,,,2.13,3.13,0.57,1.27,1.90,2.59,0.71,1.77,2.60,3.20,0.59,1.57,2.13,2.75,0.86,1.57,2.20,3.02,0.65,1.45,2.14,2.90,0.65,1.28,1.99,2.44,0.56,1.24,1.95,2.68,1.06,1.93,0.91,0.97,0.99,1.01,0.79,0.84,1.00,0.84,0.86,0.81,0.71,0.67,0.93,0.88,0.91,0.78,0.91,,,,
return on investment,,,,,,,,,,,,,,,,1.18,1.40,0.24,0.29,0.69,1.23,0.34,0.59,1.33,1.47,0.41,1.00,1.23,1.64,0.42,0.87,1.28,1.73,3.94,,1.36,2.06,0.43,0.89,1.34,1.90,0.42,0.85,1.45,1.98,0.63,1.16,0.53,0.80,0.62,0.58,0.49,0.17,0.65,0.49,0.58,0.23,0.50,0.35,0.52,0.46,0.42,0.37,0.38,,,,
commission to operating income,,,,,,,,,,,,,,,,6.38,5.42,7.33,6.95,6.13,6.03,12.08,7.39,6.49,6.37,4.34,4.14,4.67,5.07,6.21,6.33,6.80,8.04,7.78,7.04,6.84,9.04,10.62,10.04,11.66,12.89,17.23,15.69,14.91,12.75,23.83,19.27,12.58,10.28,27.86,11.09,7.10,9.97,26.35,12.26,12.41,13.04,19.41,14.37,10.11,7.88,15.74,9.82,10.30,,,,
staff expense to income ratio,,,,,,,,,,,,,,,,8.85,8.88,13.07,10.70,10.68,10.06,7.78,7.92,7.87,8.83,13.91,9.36,9.02,9.51,11.10,10.13,9.98,9.37,11.19,9.60,8.93,9.20,12.71,10.80,10.03,10.01,13.07,11.54,10.61,10.41,14.00,15.00,21.42,25.43,16.33,17.61,21.09,19.88,15.98,23.82,22.29,19.97,23.23,21.41,20.46,20.76,21.56,21.86,20.81,,,,
net profit margin,,,,,,,,,,,,,,,,43.87,36.28,32.78,17.30,28.39,37.50,33.63,26.51,41.29,38.18,54.22,49.21,43.73,44.77,40.09,44.33,44.95,43.71,438.39,,49.15,50.80,47.46,48.58,47.61,52.81,44.97,46.07,50.01,50.72,42.97,44.79,46.80,67.46,41.97,48.45,53.09,17.33,45.19,47.33,52.73,21.59,49.70,41.32,47.36,45.85,37.20,40.28,35.92,,,,
income tax portion of operating profit,,,,,,,,,,,,,,,,42.86,3.57,42.86,42.86,42.86,43.56,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,42.86,5.10,20109517.00,42.86,42.86,42.86,42.86,42.86,46.03,42.86,42.73,42.18,42.37,,,,,,,46.00,,,2.20,3.79,11.29,15.51,,,,11.65,,,,,,
loan to deposit ratio,,,,,,,,,,,,,,,,96.05,89.08,85.91,87.46,89.06,79.35,87.08,85.16,83.33,73.63,83.33,86.56,83.20,79.95,82.48,81.78,81.60,79.73,41584.91,80.65,80.10,83.32,80.78,83.72,86.64,87.62,86.05,88.10,89.67,85.73,94.75,94.63,106.13,98.04,104.55,104.76,100.88,95.93,94.74,94.89,95.28,91.78,94.14,110.99,103.58,96.65,97.33,95.19,95.42,,,,
