Particulars,Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,,,,0.39%,0.31%,,1.17%,3.06%,2.89%,3.10%,2.01%,2.40%,3.60%,4.2,2.02%,2.66%,2.46%,4.2,2.40%,2.35%,2.01%,4.2,1.53%,,2.43%,4.2,1.31%,1.73%,1.32%,1.55%,1.28%,1.99%,1.94%,1.46%,1.25%,1.23%,1.62%,,,,,,,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,,,,,,,,,"83,405",,,,"204,885","402,485","639,791",,"203,484","470,983","701,922","976,268","262,602","539,866","812,949","1,027,540",,"622,097","1,031,623","1,470,137","410,853","794,157","1,111,685","1,570,047","479,897","960,247","1,404,871","1,953,332",,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,,,,,,,,,"489,842","389,483",,"217,335","562,990","529,257","595,673","293,684","329,958","360,389",2.7,"455,037","2,454,394","837,837",2.7,"460,998","688,141","825,964",2.7,"655,078",,"691,368",2.7,"745,161","2,985,417","2,137,368","1,978,232",,"2,282,369",,"2,237,749","2,113,213","3,646,072","3,092,194",,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Liabilities,,,,,,,,,,,,,,"763,036","613,806",,"431,466",,"842,590","1,043,009","447,753",,,,"768,571",,,1.7,,,,,,,,,,,,,"3,021,955",,"4,377,609","2,711,636",,,"2,750,366",,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,,,,,"39,242","83,967",,"179,152","47,377","98,400","151,457","212,723","53,989","113,676",3.7,"246,408","57,500","117,272",3.7,"268,050","70,062","141,137",3.7,"335,828",,"161,398",3.7,"387,187","90,140","194,735","314,764","443,870","106,029","221,191","343,710","518,224","147,483","295,060",,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,,,,,,,,,"3,579","7,061",,"65,121","3,162","5,249","10,874","71,927","43,910","73,598",3.4,,"28,733","55,280",3.4,"206,170","45,254","95,771",3.4,"180,653",,"110,408",3.4,"291,981","97,078","192,004","262,257","100,000","113,036","242,429","335,446","457,599","195,409","155,402",,,,,,,,,,,,,,,,,,,,,
Other Real Estate Loan (Including Land purchase and Plotting),,,,,,,,,,,,,,,,,"1,813,049","1,735,749","1,755,843",,"1,770,907","1,824,729",,"1,759,264",9.31%,"1,584,425",7.76%,"1,482,290","1,278,502","1,684,072",7.25%,"1,970,000","1,889,474",,5.65%,"1,986,592","2,107,748","2,300,280","2,226,437","2,618,209","2,090,444","2,777,638",6.01%,"3,445,753","3,325,240",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,"39,242","83,967","126,303","179,152","2,468,369","98,400","151,457","212,723","3,275,982","3,581,467","4,115,066","4,230,171","4,173,112","4,374,265","4,150,925","4,961,784","5,110,273","5,580,184","6,144,279","6,470,944",,"8,809,646","10,169,102","11,908,136","12,292,512","14,625,332","15,586,939","10,700,100","15,802,908",,"17,372,028","18,127,366",,,,,,,,,,,,,,,,,,,,,,,
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paid Up Capital,,,,,,,,,,,,,,"1,206,950","1,893,482",,"2,000,000","2,101,840","2,101,840","2,101,840","2,101,840","2,101,840","2,101,840",1.1,"2,101,840","2,101,840","2,101,840",1.1,"2,101,840","2,379,540","2,379,540",1.1,"2,554,362",,"3,065,234",1.1,"3,650,640","5,537,352","5,537,352","5,876,440","6,921,691","8,029,160","8,029,160","8,033,236","8,033,236","8,079,619","8,371,065",,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit and Loss Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,"163,094",,,"841,242",,,,,,,,,,"972,946",,,,"970,011",,,,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,,,,,,"82,885",,,,"105,374","253,329","453,860",,"155,672","364,159","470,380","833,820","173,397","439,798","721,424","1,083,316",,"651,443","1,138,691",,"816,983","1,392,082",,"2,215,143","503,077","969,901","1,560,339","2,161,392",,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,,"8,446","15,766",,"28,397","7,535","10,319","14,348","32,044","9,579","14,425",3.12,"57,087","14,827","33,780",3.12,"76,477","15,763","39,981",3.12,"108,855",,"59,832",3.12,"155,556","49,560","90,238","126,122","170,205","45,734","84,800","144,270","195,744",,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,,,,,-,-,,-,"1,414","78,043","78,043","79,437","102,474","283,840",3.8,"279,155","71,453","161,860",3.8,"437,769","96,719","194,721",3.8,"214,286",,"251,626",3.8,"325,789","62,511","119,688","231,905","313,405","54,780","136,591","245,176","258,592",,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,28.56%,18.08%,83.91%,22.40%,,71.70%,,74.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate Loan,,,,,,,,,,,,,,"2,275,974","2,237,966",,22.40%,"2,570,977","1,755,843","2,514,169","1,770,907","2,709,382","2,687,538","2,802,781","2,763,774","2,696,744","2,706,088","2,593,666","2,551,047","2,945,942","3,247,757","3,303,623","3,601,145",,"4,066,006","4,437,865","4,809,206","5,119,332","5,172,087","5,457,330","1,765,125","5,571,728",10.24%,"6,938,339","6,716,167",,,,,,,,,,,,,,,,,,,,,,,
Reserve and Surplus,,,,,,,,,,,,,,"131,007","249,569",,"342,645","184,864","204,305","232,505","355,093","246,972","280,890",1.2,"567,149","381,673","514,346",,"839,154","488,078",,1.2,"1,215,990",,"1,093,131",1.2,"1,729,807","1,650,601","1,907,454",,"2,531,540","1,744,249",,,,,,,,,,,,,,,,,,,,,,,,,,
Residential Real Estate Loan,,,,,,,,,,,,,,,,,,"381,145","325,310",,"284,592","303,870",,"344,640",,"424,378",,"456,511","599,513","625,509",,"691,103","725,668",,,"1,153,196","1,379,679","1,590,953","1,753,118","1,766,865","1,765,125","1,634,609",,"1,932,255","1,834,954",,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,17.68%,10.30%,,,,,,,,8.48%,5.3,14.97%,16.72%,18.08%,15.11%,19.08%,15.39%,18.43%,18.99%,19.20%,,20.82%,5.2,22.92%,21.66%,19.47%,17.77%,17.17%,13.94%,12.87%,,13.92%,,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,,,,,"20,837","40,397",,"81,689","28,825","51,303","77,035","108,814","39,753","69,215",3.6,"144,227","42,299","78,999",3.6,"165,209","53,994","108,154",3.6,"247,877",,"145,059",3.6,"297,663","107,561","213,739","327,297","411,296","114,353","251,409","364,311","517,684",,,,,,,,,,,,,,,,,,,,,,,
Term Loan,,,,,,,,,,,,,,"2,098,807","2,274,647",,"2,597,149","2,699,003","2,718,179","2,817,174","2,922,163","2,995,129","2,834,987","2,950,029","3,066,950","3,401,951","3,589,614","3,891,376","4,542,109","4,912,768","5,335,184","5,826,931","6,230,711",,"6,799,498","7,319,898","8,183,939","9,240,925","9,027,636","9,546,831",,"9,717,514",,"10,107,508","10,886,116",,,,,,,,,,,,,,,,,,,,,,,
Total Assets ,,,,,,,,,,,,,,"16,172,328","17,013,656",,"17,057,443",,"19,061,587","18,798,308","20,354,298",,"22,776,991",,,"29,325,516","29,455,484","29,811,067","32,936,568",,"36,531,823","40,672,291",,,"46,835,342","54,257,336",,,"65,130,852","66,967,548","67,257,779","71,372,658","75,470,544","77,691,023","78,688,346",,,,,,,,,,,,,,,,,,,,,,,
Total Capital and Liabilities ( 1.1 to 1.7),,,,,,,,,,,,,,"16,172,328","17,013,656",,"17,057,442","18,390,782","19,061,587","18,798,308","20,354,298","20,722,445","22,776,991","25,154,968","26,498,354","29,325,516","29,455,484","29,811,067","32,936,568","34,453,428","36,531,823","40,672,291","42,198,243",,"46,835,342","54,257,336","56,053,088","63,082,112","65,130,852","66,967,548","67,257,779","71,372,658","75,470,544","77,691,023","78,688,346","81,500,550","84,230,706",,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,331.84%,481.95%,,165.83%,65.76%,69.18%,75.28%,99.71%,104.00%,66.04%,4.3,109.76%,88.42%,108.57%,4.3,101.62%,101.63%,129.63%,4.3,156.23%,,113.99%,4.3,169.57%,144.21%,152.14%,133.64%,161.43%,135.31%,,155.64%,174.30%,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to total NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.20%,,,171.23%,140.09%,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,,,,,,,,,"159,607",,,,"298,627","585,376","913,345",,"303,283","667,254","1,004,992","1,409,528","386,659","789,157","1,192,528","2,235,244",,"928,554","1,519,447","2,154,987","608,554","1,202,631","1,753,746","2,431,223","700,279","1,418,927","2,112,892","2,989,240","1,032,040","1,885,646",,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142,615",,,,,,,,,,,,,,,,,,,,,,,,,
