Particulars,Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
Total Assets ,,,,,,,,,,,,,,,,,"16,129,553","16,349,165","17,115,744",,,,,,"29,134,741",,,"28,377,332",,"30,217,350","32,570,030",,,"41,280,455","82,035,745","66,527,488","75,682,182",,"86,438,067","97,510,838","88,093,203",,"98,716,405","104,648,608",,,,,,,,,,,,,,,,,,,,,,,,
Cash and Bank Balance,,,,,,,,,,,,,,,,,,"2,077,410","326,930",,,,,,"5,761,547",,,"4,667,410",,,"3,514,352",,,"7,691,870","5,049,640","7,086,022","10,497,645",,"12,411,727","22,121,163","11,950,177",,"10,214,644","8,703,204",,,,,,,,,,,,,,,,,,,,,,,,
Money at Call and Short Notice,,,,,,,,,,,,,,,,,,,"138,687",,,,,,"26,059",,,"107,309",,"428,599","489,099",,"8,076,033","596,319","406,119","592,259","557,823",,"359,451","1,321,086","407,885",,"536,403","239,772",,,,,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,,,,,,,,,,,,,,"1,916,492",,,,,,"2,217,368",,,"29,961,64",,,"4,357,616",,"3,275,075","4,227,955","9,004,115","1,043,076","8,424,355",,"11,409,357","9,819,049","10,527,871",,"11,611,611","19,603,931",,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances ,,,,,,,,,,,,,,,,,,,"14,429,333",,,,,,"15,894,233",,,,,"21,167,598","21,116,511",,"27,288,891","27,652,154","43,362,120","49,083,045","93,001,774",,"59,979,361","61,620,005","62,716,177",,"72,550,081","75,750,859",,,,,,,,,,,,,,,,,,,,,,,,
Real Estate Loan,,,,,,,,,,,,,,,,,,,,,,,,,"1,126,088",,,"11,148,136",,,,,"151,127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residential Real Estate Loan,,,,,,,,,,,,,,,,,"292,978","11,129,230","524,104",,,,,,"448,139",,,"603,665",,"1,289,748","681,910",,"151,127","802,758","2,739,706","962,451","1,266,418",,"4,046,290","1,188,655","1,494,268",,"3,450,969","3,359,926",,,,,,,,,,,,,,,,,,,,,,,,
Business Complex and Residential Apartment Construction Loan,,,,,,,,,,,,,,,,,,,,,,,,,"230,626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Generating Commercial Complex Loan,,,,,,,,,,,,,,,,,"768,963","562,006",,,,,,,"447,323",,,,,"562,006",,,"562,720",,,"22,105","19,269",,"11,654","11,529","19,269",,"4,130","7,360",,,,,,,,,,,,,,,,,,,,,,,,
Other Real Estate Loan (Including Land purchase and Plotting),,,,,,,,,,,,,,,,,"899,246","691,961","653,036",,,,,,"1,636,288",,,"479,529",,"570,942","582,478",,,"601,155","1,440,580","1,972,612","2,341,075",,"2,455,109","2,676,439","2,536,401",,"2,171,605","2,080,751",,,,,,,,,,,,,,,,,,,,,,,,
Margin Type Loan,,,,,,,,,,,,,,,,,"456,933","376,320","323,565",,,,,,"254,048",,,"199,465",,"139,229","4,291,344",,"125,007","204,386","5,395,802","639,530","815,449",,"1,295,592","1,198,548","1,032,508",,"672,081","654,902",,,,,,,,,,,,,,,,,,,,,,,,
Term Loan,,,,,,,,,,,,,,,,,"11,296,200","1,508,519",,,,,,,"2,417,162",,,"3,256,611",,"7,170,120",,,,"5,395,802",,"9,231,327","9,634,649",,"10,405,081","9,978,661","10,618,683",,"13,025,464","13,217,280",,,,,,,,,,,,,,,,,,,,,,,,
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,"3,986,987",,"1,508,519",,,,,,"5,560,877",,,,,"6,208,418",,,"8,119,673","8,766,133",,"16,753,172","17,245,302",,"19,395,058","20,260,040","21,302,241",,"23,731,599","24,681,863",,,,,,,,,,,,,,,,,,,,,,,,
Fixed Assets,,,,,,,,,,,,,,,,,,"292,000","309,392",,,,,,"351,860",,,"417,777",,"416,400","435,586",,"385,732","372,597","1,294,133","1,301,381","1,365,674",,"1,391,618","1,438,855","1,479,031",,"1,537,246","1,000,773",,,,,,,,,,,,,,,,,,,,,,,,
Non Banking Assets ( Net of provision),,,,,,,,,,,,,,,,,,,"2,610",,,,,,"57,811",,,"57,811",,,,,"707,518",,,,,,"890,571","1,190,182",,,"20,465","36,601",,,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,,,,,,,,,,,,,"584,932","422,495",,,,,,"287,062",,,"585,457",,"756,887","465,744",,"665,111","739,560","548,518","921,085",,,,,,,"2,709,596","2,733,469",,,,,,,,,,,,,,,,,,,,,,,,
Profit and Loss Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,,,,,,,,,,,,,,,,,,"418,068","820,306",,,,,,"1,837,998",,,"1,484,660",,"533,591","1,074,672",,"2,329,232","640,285","1,709,331","2,908,094","4,178,700",,"2,695,212","4,392,378","6,504,000",,"4,252,557","6,564,997",,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,,,,,,,,,,,,,"319,313","319,319",,,,,,"1,075,648",,,"902,911",,"319,313","552,325",,"1,341,441","393,035","1,757,050","1,460,704","2,072,152",,"1,353,707","2,387,634","3,576,452",,"7,665,981","443,005,376",,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income ( 3.1-3.2),,,,,,,,,,,,,,,,,,3.13.2,3.13.2,,,,,,3.13.2,,,3.13.2,,3.13.2,3.13.2,,3.13.2,3.13.2,3.13.2,3.13.2,3.13.2,,3.13.2,3.13.2,3.13.2,,3.13.2,3.13.2,,,,,,,,,,,,,,,,,,,,,,,,
"Fees, Commission and Discounts",,,,,,,,,,,,,,,,,,,,,,,,,"52,727",,,,,,,,"112,616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,,,,,,,,,,,,"27,965","134,947","20,055",,,,,,00.004,,,"89,253",,"32,997","80,052",,"119,514","33,067","84,468","165,523","778,876",,"146,227","236,332","288,030",,"197,301","258,427",,,,,,,,,,,,,,,,,,,,,,,,
Foreign Exchange Gain/Loss,,,,,,,,,,,,,,,,,"139,765",,"21,647",,,,,,"64,539",,,"57,120",,,"40,709",,,"32,660","35,120","125,853","1,601,269",,"110,263","160,434","208,514",,"146,284","216,774",,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,,,,,,,,"581,669","573,580","280,563",,,,,,"946,131",,,"808,437",,"350,695","707,734",,"1,364,242","355,928","1,061,39","1,879,766","2,755,686",,"1,797,864","2,711,351","3,758,885",,"2,120,006","3,212,241",,,,,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,,,,,,,,"358,896","27,291","49,993",,,,,,"132,048",,,,,"61,388",,,"208,564","63,020","208,534","325,422","539,459",,"323,656","476,303","617,000",,"436,558","662,142",,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,,,,,,,,"358,190","35,403","64,415",,,,,,"172,054",,,"125,179",,"69,707","112,246",,"294,455","64,415","1,65,920","324,234","480,266",,"306,789","485,941","712,032",,"368,724","572,344",,,,,,,,,,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,,,,,,,,"322,464","72,253","76,165",,,,,,"621,424",,,"473,701",,"218,211","452,513",,"866,223","228,493","678,389","1,230,110","1,738,960",,"1,168,419","1,749,107","2,367,053",,"1,319,723","1,977,755",,,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,,,,,,,,"36,432","19,989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,,,,,,,,"14,473","7,036","1,966",,,,,,,,,"17,361",,"11,837","14,004",,"15,470",471,"19,273","31,914","54,556",,"93,172","40,015","91,170",,"104,472","106,872",,,,,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,,,,,"25,610","23,618",,,,,,,"59,389",,,"64,129",,"17,195","16,676",,,"42,395","42,395","312,101","635,559",,"226,604","499,846","223,565",,"256,531","349,632",,,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,,,,,"362,547","354,552","85,988",,,,,,"555,349",,,"491,022",,"229,500","440,346",,"826,593","231,069","697,383",,"1,014,470",,,"1,847,366","2,449,483",,"1,570,483",,,,,,,,,,,,,,,,,,,,,,,,,
Extra Ordinary Income/Expenses,,,,,,,,,,,,,,,,,"14,385","65,109","2,126",,,,,,419,,,322,,"65,109",,,"136,703",,,"3,331","3,578",,"6,761","84,148","88,124",,"36,212","17,671",,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,,,,,"376,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,,,,,"33,241","61,500","23,934",,,,,,"50,448",,,"44,638",,"20,004","40,031",,"75,145","21,006","63,398","115,564","173,237",,"100,154","175,592","230,692",,"146,063","197,046",,,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,"137,873",,,,,,,,"218,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss ,,,,,,,,,,,,,,,,,"240,440","43,055",,,,,,,"366,609",,,"312,468",,"146,277","280,909",,"532,781","127,343","444,538","810,181","1,212,000",,"751,359","1,232,738","1,636,559",,"1,010,207","1,477,606",,,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Fund to RWA,,,,,,,,,,,,,,,,,18.39,16.82,15.38,,,,,,12.68,,,11.06,,10.91,10.91,,11.20,11.09,12.20,11.37,11.08,,13.73,13.57,13.82,,13.03,12.88,,,,,,,,,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,,,,,,,445.69,,2.70,,,,,,1.80,,,1.32,,0.05,0.60,,0.42,0.40,0.60,1.69,1.74,,1.07,1.680,1.64,,1.24,1.15,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,135.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Yield,,,,,,,,,,,,,,,,,12.45,13.15,12.71,,,,,,10.35,,,9.79,,8.98,8.91,,8.41,7.83,9.52,8.50,8.45,,8.02,8.54,9.09,,10.89,10.89,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Fund,,,,,,,,,,,,,,,,,9.90,,9.37,,,,,,,,,,,4.34,4.26,,4.55,4.31,4.31,4.12,4.01,,4.09,4.69,5.17,,7.14,7.47,,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,,,,,2.49,2.37,3.34,,,,,,4.21,,,4.05,,4.65,4.65,,4.19,3.52,4.22,4.38,4.44,,3.73,3.85,3.91,,3.75,3.42,,,,,,,,,,,,,,,,,,,,,,,,
Credit to Deposit Ratio ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earning Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.36,,,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,,,,12.97,6.60,4.58,,,,,,15.86,,,15.36,,18.25,18.17,,17.66,15.45,17.72,19.29,17.20,,17.73,18.14,16.59,,18.61,17.13,,,,,,,,,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/D Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Rate,,,,,,,,,,,,,,,,,,,,,,,,,9.55,,,8.33,,,7.44,,1.07,7.01,7.649,6.47,6.68,,7.54,8.95,10.12,,10.35,10.92,,,,,,,,,,,,,,,,,,,,,,,,
CCD Ratio,,,,,,,,,,,,,,,,,,73.35,,,,,,,,,,,,77.74,,,,,,,,,,,74.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit Deposit Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to total NPL,,,,,,,,,,,,,,,,,445.69,178.51,64.29,,,,,,,,,162.32,,170.42,242.61,,316.26,329.04,177.40,153.05,145.49,,127.02,130.61,134.36,,154.32,152.96,,,,,,,,,,,,,,,,,,,,,,,,
