Particulars,Q1 2064,Q2 2064,Q3 2064,Q4 2064,Q1 2065,Q2 2065,Q3 2065,Q4 2065,Q1 2066,Q2 2066,Q3 2066,Q4 2066,Q1 2067,Q2 2067,Q3 2067,Q4 2067,Q1 2068,Q2 2068,Q3 2068,Q4 2068,Q1 2069,Q2 2069,Q3 2069,Q4 2069,Q1 2070,Q2 2070,Q3 2070,Q4 2070,Q1 2071,Q2 2071,Q3 2071,Q4 2071,Q1 2072,Q2 2072,Q3 2072,Q4 2072,Q1 2073,Q2 2073,Q3 2073,Q4 2073,Q1 2074,Q2 2074,Q3 2074,Q4 2074,Q1 2075,Q2 2075,Q3 2075,Q4 2075,Q1 2076,Q2 2076,Q3 2076,Q4 2076,Q1 2077,Q2 2077,Q3 2077,Q4 2077,Q1 2078,Q2 2078,Q3 2078,Q4 2078,Q1 2079,Q2 2079,Q3 2079,Q4 2079,Q1 2080,Q2 2080,Q3 2080,Q4 2080
Total Assets,,,,,,,,,,,,,,,"42,209,189","43,205,466","46,840,364","49,147,657",,"51,976,282","56,518,986","57,179,198","56,944,600","60,236,671","66,545,726","67,011,138","68,498,053","72,175,693","71,323,364",,"85,164,098","86,533,073","100,033,860",,,,,,,,,,,,"146,162,965",,,,,,,"188,234,657",,,,,,,,,,,,,,,,
Cash and Bank Balance,,,,,,,,,,,,,,,"2,711,925","3,789,249",,"7,548,917",,"6,661,011","10,363,306","9,328,139","4,665,162","4,416,042","11,215,794","8,329,974","7,544,821","7,968,553","13,172,783",,"14,537,733","15,767,938","25,116,482",,,,,,,,,,,,"28,036,598",,,,,,,,,,,,,,,,,,,,,,,
Money at Call and Short Notice,,,,,,,,,,,,,,,"2,050,000","1,120,000",,,,"640,475",,,"700,000","3,150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,,,,,,,,,,"5,035,116","5,644,313",,"7,039,774",,"7,450,307","7,863,627","7,990,240","7,693,087","8,946,626","9,263,858","11,488,345","10,805,176","11,305,960","6,504,186",,"13,574,083","11,793,997","15,102,674",,,,,,,,,,,,"42,743",,,,,,,"21,040",,,,,,,,,,,,,,,,
Loans and Advances,,,,,,,,,,,,,,,"31,344,191","31,221,627",.,"32,690,155",,"35,340,244","36,616,832","37,809,620","42,192,683","41,854,467","44,197,763","45,116,426","47,965,162","50,643,091","48,450,305",,"54,701,753","56,494,785","55,363,519",.,,,,,,,,,,,"93,991,587",,,,,,,,,,,,,,,,,,,,,,,
Real Estate Loan,,,,,,,,,,,,,,,"592,521","624,687",,"664,445",,,,,,,"373,455","379,332",,,"13,345",,"38,863","33,504","34,772",.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residential Real Estate Loan,,,,,,,,,,,,,,,"4,140,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Complex and Residential Apartment Construction Loan,,,,,,,,,,,,,,,"285,065","321,957",,"684,558",,,,,,,"862,507","838,013",,,"1,310,131",,"1,149,197","689,245","702,702",3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Generating Commercial Complex Loan,,,,,,,,,,,,,,,"176,315","174,585",,"169,536",,"226,410","223,174","211,435","174,175","189,107","183,025","171,985","168,302","164,001","202,873",,"198,479","192,327","186,299",4.,,,,,,,,,,,"1,922,368",,,,,,,,,,,,,,,,,,,,,,,
Other Real Estate Loan (Including Land purchase and Plotting),,,,,,,,,,,,,,,"592,521","624,687",,"664,445",,,,,,,"373,455","379,332",,,"13,345",,"38,863","33,504","34,772",.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margin Type Loan,,,,,,,,,,,,,,,"79,162","77,642",.,"77,698",,"35,102","35,129","3,376","3,391","2,950","43,453","82,325","89,066","311,954","510,323",,"510,257","538,232","582,156",.,,,,,,,,,,,"1,107,340",,,,,,,,,,,,,,,,,,,,,,,
Term Loan,,,,,,,,,,,,,,,"5,124,088","5,035,403",.,"4,841,198",,"5,023,490","6,062,028","5,027,689","6,619,534","6,870,049","7,307,935","7,350,502","7,994,887","8,548,019","9,123,575",,"10,398,107","10,581,359","11,195,915",.,,,,,,,,,,,"25,196,547",,,,,,,,,,,,,,,,,,,,,,,
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,"14,268,741","14,185,935",,"15,486,843",,"17,060,743","17,522,771","19,203,423","21,748,365","20,994,438","22,055,638","22,863,780","24,786,155","25,624,781","21,485,259",,"25,427,785","26,529,583","24,241,120",.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,.,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"386,812",,,,,,,,,,,,,,,,
Fixed Assets,,,,,,,,,,,,,,,"503,227","519,102",,"503,612",,"598,552","547,926","560,873","569,312","694,680","631,183","649,612","658,012","669,982","626,994",,"667,409","690,341","630,397",,,,,,,,,,,,"39,449",,,,,,,,,,,,,,,,,,,,,,,
Non Banking Assets ( Net of provision),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,,,,,,,,,,"564,730","911,175","6,122,863","1,365,199",,"1,285,693","1,127,295","1,490,326","1,124,356","1,174,856","1,237,128","1,426,781","1,524,882","1,588,107","2,569,096",,"1,683,119","1,786,011","3,820,787",,,,,,,,,,,,,,,"290,575","31,845","583,576","685,000","1,809,125",,"843,394","166,717","73,767","134,554","467,117","434,215","281,286","219,780","490,276","173,970","64,455",,,,
Profit and Loss Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,,,,,,,,,,,,,,,"797,780","1,271,667","1,795,151","451,476",,"1,443,861","2,086,664","573,749","1,179,807","1,903,494","2,757,742","653,696","1,301,532","2,021,644","2,918,815",,"1,382,108","2,088,032","2,879,435",,,,,,,,,,,,"49,464",,,,,,,"1,443,885",,,,,,,,,,,,,,,,
Interest Expense,,,,,,,,,,,,,,,"1,198,180","1,814,114","4,331,026","731,930",,"2,198,447","2,873,335","587,724","1,105,987","1,630,295","2,179,182","614,545","1,189,522","1,711,543","2,258,737",,"998,483","1,502,487","2,116,993",.,,,,,,,,,,,"5,233,688",,,,,,,"2,092,567",,,,,,,,,,,,,,,,
Net Interest Income ( 3.1-3.2),,,,,,,,,,,,,,,"797,780","1,271,667","1,795,151","451,476",,"1,443,861","2,086,664","573,749","1,179,807","1,903,494","2,757,742","653,696","1,301,532","2,021,644","2,918,815",,"1,382,108","2,088,032","2,879,435",,,,,,,,,,,,"4,924,773",,,,,,,"1,443,885",,,,,,,,,,,,,,,,
"Fees, Commission and Discounts",,,,,,,,,,,,,,,"120,077","182,710",,"45,855",,,,,,,,,,,,,,,"303,619",,,,,,,,,,,,"375,614",,,,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,,,,,,,,,,"49,312","70,666",,"33,898",,"116,023","179,822","54,529","105,766","163,798","249,385","49,773","100,499","199,368","309,475",,"143,149","282,060","389,007",,,,,,,,,,,,"547,061",,,,,,,"18,407",,,,,,,,,,,,,,,,
Foreign Exchange Gain/Loss,,,,,,,,,,,,,,,"17,179","31,183","203,468","34,296",,"74,423","109,679","14,642","49,061","65,822","98,905","7,075","36,380","49,731","67,028",,"32,684","49,349","87,273",.,,,,,,,,,,,"130,399",,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,,,,,,"984,348","1,556,226","2,192,940","565,525",,"1,802,602","2,609,735","717,186","1,478,512","2,337,353","3,372,853","778,144","1,572,705","2,469,629","3,550,200",,"1,725,544","2,645,256","3,659,335",,,,,,,,,,,,"5,717,142",,,,,,,"1,850,330",,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,,,,,,"107,027","169,756",,"88,282",,"237,097","352,050","93,687","167,459","297,134","461,809","128,513","229,818","355,257","511,864",,"242,809","356,035","687,510",,,,,,,,,,,,"1,037,617",,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,,,,,,"174,123","243,925","293,131","74,687",,"291,991","467,293","85,490","235,313","329,661","509,488","92,079","240,153","346,339","544,296",,"257,420","360,248","555,221",.,,,,,,,,,,,"659,448",,,,,,,"159,991",,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,,,,,,"703,198","1,142,545","1,516,697","402,556",,"1,273,514","1,790,392","538,009","1,075,740","1,710,558","2,401,556","557,552","1,102,734","1,768,033","2,494,039",,"1,225,315","1,928,972","2,416,603",,,,,,,,,,,,"4,097,003",,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,,,,,,677,677,"1,433",,,,"1,49,482",46,46,46,88,88,20,"5,876","7,476",,"25,435","25,435","207,120",.,,,,,,,,,,,"34,891",,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,,,,,,"1,248","3,095",,"1,257",,"3,984","25,156","1,359","2,751","3,733","8,337","1,464","4,155","5,403","9,934",,"4,191","6,224","12,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,,,677,677,"1,433",,,,"1,49,482",46,46,46,88,88,20,"5,876","7,476",,"25,435","25,435","207,120",.,,,,,,,,,,,"34,891",,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,,,"675,629","1,097,717","1,476,169","384,412",,"1,235,793","1,713,843","514,920","1,009,632","1,625,429","2,311,174","551,720","1,067,207","1,698,653","2,437,725",,"1,211,927","1,876,103","2,472,245",,,,,,,,,,,,"3,992,404",,,,,,,,,,,,,,,,,,,,,,,
Extra Ordinary Income/Expenses,,,,,,,,,,,,,,,197,197,"12,052",,,,,46,46,46,88,,20,20,20,,,,,.,,,,,,,,,,,481,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,,,"675,432","1,097,520","1,464,117","384,412",,"1,235,793","1,713,843","514,874","1,009,586","1,625,383","2,311,085","551,720","1,067,187","1,698,633","2,437,705",,"1,211,927","1,876,103","2,472,245",,,,,,,,,,,,"3,991,923",,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,,,"61,403","99,775",,"34,947",,"112,345","155,804","46,807","91,781","147,762","210,099","50,156","97,017","154,421","221,610",,"110,175","170,555","224,750",,,,,,,,,,,,"362,902",,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,"184,209","299,324","133,102","104,840",,"337,034","467,474","140,420","275,342","443,286","629,869","150,469","291,051","463,264","666,397",,"330,525","511,664","673,143",.,,,,,,,,,,,"1,084,485",,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss,,,,,,,,,,,,,,,"429,820","698,422","931,304","244,626",,"786,414","1,090,564","327,647","642,464","1,034,335","1,471,117","351,094","679,119","1,080,948","1,549,699",,"771,226","1,193,883","1,574,352",,,,,,,,,,,,"2,544,536",,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,,14.33,13.48,,11.89,,8.82,11.67,13.98,17.2,18.5,17.32,20.39,29.31,27.56,30.58,,25.92,27.03,27.17,,,,,,,,,,,,75.98%,,,,,,,75.05%,,,,,,,,,,,,,,,,
Capital Fund to RWA,,,,,,,,,,,,,,,10.96%,11.95%,,10.37%,,10.98%,11.08%,11.13%,11.09%,11.59%,13.21%,11.79%,11.71%,11.92%,12.89%,,11.54%,12.04%,13.32%,,,,,,,,,,,,14.56%,,,,,,,12.62%,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,,,,,0.33%,0.32%,,0.37%,,0.49%,0.84%,0.71%,0.70%,0.70%,0.62%,0.60%,0.60%,0.62%,0.62%,,0.65%,0.63%,0.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,100.00%,100.00%,,100.00%,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,100.00%,100.00%,100%,,,,,,,,,,,,675%,,,,,,,,,,,,,,,,,,,,,,,
Average Yield,,,,,,,,,,,,,,,10.81%,11.08%,,12.26%,,11.94%,11.98%,10.47%,9.87%,10.21%,10.21%,9.34%,10.82%,10.13%,9.25%,,7.73%,8.14%,8.02%,,,,,,,,,,,,10.33%,,,,,,,,,,,,,,,,,,,,,,,
Cost of Fund,,,,,,,,,,,,,,,6.67%,6.71%,,7.36%,,6.96%,6.66%,4.94%,4.70%,4.59%,4.53%,4.46%,,,,,,,,,,,,,,,,,,,5.61%,,,,,,,6.39%,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,,,4.14%,4.37%,,4.90%,,4.98%,5.32%,5.53%,5.17%,5.62%,5.68%,4.88%,6.93%,6.54%,5.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit to Deposit Ratio,,,,,,,,,,,,,,,79.70%,76.34%,,70.62%,,,,,,,71.84%,74.00%,,,75.06%,,78.92%,79.17%,69.47%,,,,,,,,,,,,75.98%,,,,,,,75.05%,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earning Per Share(Annualized),,,,,,,,,,,,,,,76.78,83.17,,79.45,,85.14,88.55,81.85,,,91.88,77.97,,,86.04,,76.46,78.91,78.04,,,,,,,,,,,,,,,,,,,36.86,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,,,,,,1100,1121,,945,,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,14.33,13.48,,11.89,,8.82,11.67,13.98,17.2,18.5,17.32,20.39,29.31,27.56,30.58,,25.92,27.03,27.17,,,,,,,,,,,,20.91,,,,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,,,,,,10.25,11.61,,14.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets (Annualized),,,,,,,,,,,,,,,2.04,2.19,,2.04,,2.12,2.11,2.31,2.26,2.36,2.39,2.1,2.01,2.08,2.25,,1.97,2.02,1.84,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity(Annualized),,,,,,,,,,,,,,,33.07,35.83,,33.13,,35.5,36.92,32.62,31.98,34.33,36.62,29.83,28.85,30.61,32.98,,28.9,29.83,29.5,,,,,,,,,,,,21.6,,,,,,,17.07%,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,,,,,,270.54,294.53,83.18,259.68,,303.67,327.76,271.37,291.03,315.51,342.06,280.86,299.07,321.38,346.94,,302.79,323.74,342.18,"88,198,504",,,,,,,,,,,178.43,,,,,,,216.99,,,,,,,,,,,,,,,,
C/D Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89%,3.59%,3.56%,,3.16%,3.30%,3.26%,,,,,,,,,,,,5.61%,,,,,,,,,,,,,,,,,,,,,,,
Base Rate,,,,,,,,,,,,,,,,,,,,,,,7.04%,7.03%,7.16%,7.06%,6.77%,6.39%,6.40%,,6.01%,6.09%,6.14%,,,,,,,,,,,,8.45%,,,,,,,8.34%,,,,,,,,,,,,,,,,
