Particulars,Q1 2064,Q2 2064,Q3 2064,Q4 2064,Q1 2065,Q2 2065,Q3 2065,Q4 2065,Q1 2066,Q2 2066,Q3 2066,Q4 2066,Q1 2067,Q2 2067,Q3 2067,Q4 2067,Q1 2068,Q2 2068,Q3 2068,Q4 2068,Q1 2069,Q2 2069,Q3 2069,Q4 2069,Q1 2070,Q2 2070,Q3 2070,Q4 2070,Q1 2071,Q2 2071,Q3 2071,Q4 2071,Q1 2072,Q2 2072,Q3 2072,Q4 2072,Q1 2073,Q2 2073,Q3 2073,Q4 2073,Q1 2074,Q2 2074,Q3 2074,Q4 2074,Q1 2075,Q2 2075,Q3 2075,Q4 2075,Q1 2076,Q2 2076,Q3 2076,Q4 2076,Q1 2077,Q2 2077,Q3 2077,Q4 2077,Q1 2078,Q2 2078,Q3 2078,Q4 2078,Q1 2079,Q2 2079,Q3 2079,Q4 2079,Q1 2080,Q2 2080,Q3 2080,Q4 2080
net interest income,,,,,,,,,,,,,,"98,206","289,502","456,470","684,917","166,836","334,840","546,937","819,079","211,802","431,489","693,616","978,025","157,634","351,795","587,127","835,450","179,779","434,110","670,690","897,989","177,914","464,706","750,480","1,175,433","262,524","555,043","813,786","1,297,165","356,747","821,671","1,341,692","642,832.37","699,840","1,314,992",716030.104,793653.43,"924,037,629",924037.629,934935.705,882457.021,1317511.766,1196288.688,1330006.772,1409759.771,1291610.557,1344418.111,1811387.135,1967743.121,1983908.777,2284799.059,3256443.592,,,,
net fee and commission income,,,,,,,,,,,,,,"26,701","48,057","75,444","100,035",27550,"52,929","77,537","110,902",33397,60828,"94,012","138,200",47934,"101,739","144,687","188,725",42413,"79,689","121,753",154645,"40,422","74,088","109,860","166,752",51702,"104,753","150,380","208,568",61369,"144,324","215,752","132,623.25","120,507","212,455",91549.912,119004.433,"166,893,139",166893.139,90538.343,88234.987,145366.854,192586.132,246892.239,189851.209,242828.994,156446.046,207630.907,211896.75,265746.346,211209.435,511546.974,,,,
total operating income,,,,,,,,,,,,,,"157,964","389,884","602,221","874,983","214,501","435,107","691,189","1,022,326","272,287","543,859","864,043","1,215,080","236,097","517,541","840,130","1,165,977","251,990","573,440","896,563","1,195,288","263,213","624,970","991,018","1,513,879","357,407","743,016","1,091,790","1,685,871","472,482","1,076,971","1,734,402","866,903.58","995,011","1,872,700",892759.914,1037047.138,"1,193,042,648",1193042.648,1151625.69,1053177.461,1619320.221,1643845.675,1885365.973,1849066.751,1912059.243,1725002.708,2161690.587,2509658.369,2520049.578,2650026.347,3898390.317,,,,
staff expenses,,,,,,,,,,,,,,"39,965","79,408","120,446","168,352","48,750","97,462","146,826","194,131","50,411","100,228","154,588","203,805","55,344","113,030","168,092","221,653","64,046","134,658","206,281","284,347","71,708","143,997","213,576","316,477","79,971","160,266","251,873","374,669","155,589","295,959","411,370","285,282.75","234,495","463,086",180993.063,369247.782,"347,174,302",347174.302,507466.662,321102.597,465804.539,512633.775,653016.974,620207.909,692716.364,588422.477,689088.584,389991.056,726954.42,651072.201,568170.071,,,,
operating profit,,,,,,,,,,,,,,"29,484","151,615","260,640","433,467","58,006","39,273","131,601","429,559",9125,"152,237","263,731","466,186",66179,"86,847","262,445","469,293","42,440","227,677","315,967",341840,"64,783","295,341","438,195","783,135","154,987","359,399","508,463","801,687","77,584","345,586","852,870","335,535.56","500,011","964,728",462193.778,504900.897,"578,788,921",578788.921,349819.037,281746.948,873142.15,906412.455,912234.73,324447.66,804174.972,641350.084,1236545.039,1453068.983,1557785.013,169506.891,307693.388,,,,
non operating income expense,,,,,,,,,,,,,,82,233,371,497,58,97,"3,358","3,427",23,49,328,"11,134",255,379,"3,458","2,556","1,023","1,267","8,087","6,892",139,919,"37,432","31,791","3,150","4,320","5,876","16,323","1,492","30,365","32,192","28,820.71","2,565",11448,14124.696,12700.884,7975388,7975.388,9161.56,1047.775,515.097,17293.802,3647.235,6211.773,3962.52,848.217,7801.284,5618.927,-688.572,-3549.26,3690.016,,,,
profit for the period,,,,,,,,,,,,,,"18,815","112,132","181,430","276,817","42,326","25,131","85,964","275,622","19,965","97,116","168,244","291,448","46,463","61,775","192,389","340,909","32,836","181,674","251,348","352,734","48,682","210,194","354,984","740,111","137,436","279,352","375,897","700,374","112,096","480,206","705,676","339,917.35","352,958","683,323",329882.62,326126.152,"413,431,556",413431.556,205005.923,230033.386,614375.531,638145.359,641812.209,262268.861,573560.386,449247.231,878586.091,1071204.102,1123305.562,29832.94,217968.383,,,,
capital fund to rwa,,,,,,,,,,,,,,11.87,12.45,13.73%,14.45%,13.43%,12.73%,12.72%,13.27%,12.78%,11.61%,11.61%,12.17,11.92%,11.82%,11.73%,11.92%,11.29%,11.33%,10.98%,11.12%,11.34%,11.50%,11.53%,12.02%,11.33%,11.47%,11.45%,16.15,15.25%,14.48%,14.09%,13.93,12.98,12.81,12.73,12.07,11.57,11.52,13.06,14.42,14.93,14.91,13.98,13.71,12.14,11.69,12.18,12.98,13.7,12.73,12.9,,,,
non performing loan to total loan,,,,,,,,,,,,,,1.18,0.89,1.08,1.12,2.2,4.04,4.46,2.24,4.42,4.38,4.83,2.89,3.59,4.26,3.69,3.19,4.38,3.84,3.98,2.76,2.91,2.55,2.03,1.11,1.26,1.14,1.26,1.86,1.97,1.61,1.24,1.01,1.14,1022,1.41,0.97,1.05,1.04,0.98,1.41,1.43,1.06,1.09,1.08,0.82,1.06,0.96,0.96,1.28,3.15,3.97,,,,
total loan loss provision to npl,,,,,,,,,,,,,,130.51,172.65,147.05,154.81,89.53,74.64,75.55,121.2,74.33,79.43,80.14,128.94,107.67,103.7,115.68,125.41,95.01,97.87,94.31,115.31,111.25,123.69,133.6,178.78,164.93,182.58,170.55,130.81,125.91,119.74,152.57,177.12,160.14,150.34,133.57,182.22,169.39,169.34,172.29,159.72,161.38,204.12,178.95,205.38,249.94,201.1,218.07,241.09,186.93,104.28,103.91,,,,
cost of fund,,,,,,,,,,,,,,9.22,9.37,9.46%,9.56%,8.83%,8.78%,8.61%,8.43%,7.02%,6.76%,6.60%,6.61,6.55%,6.33%,6.17%,6.03%,5.03%,4.92%,4.91%,5.00%,4.89%,4.69%,4.50%,4.41%,4.38%,4.70%,5.32%,5.93,7.75%,7.83%,8.67%,8.25,7.91%,8.12%,8.29,8.35,7.22,7.5,7.56,6.77,6.28,5.82,5.09,5.55,5.46,5.98,7.24,7.76,8.75,9.05,8.95,,,,
base rate,,,,,,,,,,,,,,,,,,,,,,,9.92%,10.00%,10.36,9.61%,9.01%,8.50%,8.86%,8.33%,8.05%,8.10%,8.66%,7.54%,7.09%,6.76%,7.15%,7.50%,8.07%,10.30%,11.31,11.15%,11.17%,11.62%,11.6,11.09,11.55,11.02,10.82,10.68,10.45,10.65,10.08,8.4,7.92,7.63,7.9,7.88,8.93,9.85,10.57,10.99,11.73,10.93,,,,
net interest spread,,,,,,,,,,,,,,1.61,2.58,2.72,3.07,3.17,3.3,3.6,3.97,3.97,3.93,4.08,4.21,2.86,3.11,5.17,3.62,3.73,3.6,3.22,3.11,3.47,3.93,4.02,3.7,3.4,3.04,3.08,2.9,3.27,2.8,3.2,3.37,3.37%,3.38%,3.61,3.54,3.75,4.37,4.65,4.07,4.36,3.58,3.19,3.13,2.71,3.37,3.97,4.36,4.13,4.42,5.19,,,,
market share price,,,,,,,,,,,,,,352,-,,266,215,215,189,242,233,274,280,,301,,422,536,570,375,380,395,440,385,-,-,617,557,382,-,308,285,250,,254,253,,,181,190,177,186,228,,329,371,288,271,222,191,186,190,176,,,,
return on equity,,,,,,,,,,,,,,4.09,12.25,12.80%,13.68%,7.75%,2.28%,6.93%,11.87%,10.62%,14.22%,14.25%,11.32,12.14%,9.65%,11.57%,12.07%,11.34%,15.42%,12.99%,11.12%,11.26%,11.28%,14.21%,18.11%,21.30%,18.48%,17.31%,8.67,5.15%,11.22%,10.71%,,12.7,11.72,,,,,,,,,,,,,,,,,,,,,
return on total assets,,,,,,,,,,,,,,0.36,1.13,1.21,1.37,0.81,0.24,0.69,1.16,1.02,1.35,1.34,1.05,1.12,0.87,1.04,1.09,1.02,1.4,1.18,0.99,1,1,1.27,1.72,1.97,1.71,1.62,1.12,0.68,1.4,1.26,,1.62,1.52,,,,,,,,,,,,,,,,,,,,,
credit to deposit ratio,,,,,,,,,,,,,,83.51,87.47,86.11,81.22%,82.02%,77.64%,75.91%,75.63%,78.93%,77.07%,77.95%,45.26,76.45%,74.79%,77.10%,77.37%,75.62%,77.65%,79.63%,74.66%,74.13%,75.35%,76.95%,74.31%,75.77%,77.37%,74.01%,78,77.59%,76.82%,78.69%,76.54,79.91,78.07,78.59,78.32,79.8,78.61,79.8,75.85,75.31,76.15,81.23,81.01,92.13,95.55,91.77,85.12,88.95,89.58,89.69,,,,
