Particulars,Q1 2064,Q2 2064,Q3 2064,Q4 2064,Q1 2065,Q2 2065,Q3 2065,Q4 2065,Q1 2066,Q2 2066,Q3 2066,Q4 2066,Q1 2067,Q2 2067,Q3 2067,Q4 2067,Q1 2068,Q2 2068,Q3 2068,Q4 2068,Q1 2069,Q2 2069,Q3 2069,Q4 2069,Q1 2070,Q2 2070,Q3 2070,Q4 2070,Q1 2071,Q2 2071,Q3 2071,Q4 2071,Q1 2072,Q2 2072,Q3 2072,Q4 2072,Q1 2073,Q2 2073,Q3 2073,Q4 2073,Q1 2074,Q2 2074,Q3 2074,Q4 2074,Q1 2075,Q2 2075,Q3 2075,Q4 2075,Q1 2076,Q2 2076,Q3 2076,Q4 2076,Q1 2077,Q2 2077,Q3 2077,Q4 2077,Q1 2078,Q2 2078,Q3 2078,Q4 2078,Q1 2079,Q2 2079,Q3 2079,Q4 2079,Q1 2080,Q2 2080,Q3 2080,Q4 2080
Total Assets,,,,,,,,,,,,,,,,,,,,,,,,,"46,536,111","45,624,131","46,522,703","46,473,372","51,478,358","56,103,500","54,990,884","56,380,675","60,544,295","61,392,139","67,698,690","74,385,018",,"84,701,623","90,811,305","90,383,469",,"120,468,658",,,,,,,,,,,,,,,,,,,,,,,,,,
Cash and Bank Balance,,,,,,,,,,,,,,,,,,,,,,,,,"5,682,876","4,229,400","6,125,768","7,089,809","7,183,391","4,724,222","6,179,134","4,633,398","6,672,514","6,810,820","7,670,404","7,491,673",,"8,552,334","8,182,626","9,392,159",,"15,872,485",,,,,,,,,,,,,,,,,,,,,,,,,,
Money at Call and Short Notice,,,,,,,,,,,,,,,,,,,,,,,,,"410,773","98,050","196,800",,,,"298,200",,,,,,,"453,767","106,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,,,,,,,,,,,,,,,,,,,,"6,410,679","6,075,290","4,959,438","4,558,521","6,485,371","12,302,238","7,450,350","8,063,371","10,124,413","8,965,993","11,993,705","12,913,963",,"12,953,534","13,766,399","11,447,135",,"13,811,541",,,,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances,,,,,,,,,,,,,,,,,,,,,,,,,"31,559,547","31,803,134","31,838,530","33,292,198","36,311,344","37,464,735",,,"42,166,475","44,244,089","46,271,552","52,498,344",,"61,014,317","66,422,745","67,254,521",,"86,741,927",,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate Loan,,,,,,,,,,,,,,,,,,,,,,,,,8.76%,7.87%,6.26%,"1,173,924","1,295,866","1,274,878","2,715,033","3,098,694","1,510,673","1,317,931","1,328,998","1,211,109",,"3,089,875","3,386,928","3,381,765",,"4,185,492",,,,,,,,,,,,,,,,,,,,,,,,,,
Residential Real Estate Loan,,,,,,,,,,,,,,,,,,,,,,,,,,"256,320","455,978","490,463","583,531","537,308",,,"742,811","788,064","833,454","903,623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Complex and Residential Apartment Construction Loan,,,,,,,,,,,,,,,,,,,,,,,,,"1,089,416","481,088","904,883","910,688","919,709","852,262",,,"281,501","341,090","212,994","226,287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Generating Commercial Complex Loan,,,,,,,,,,,,,,,,,,,,,,,,,"16,606","137,101","203,502","185,679","163,584","164,359","153,880","155,151","155,067","154,205","174,921","174,437",,"183,650","180,641","213,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Real Estate Loan (Including Land purchase and Plotting),,,,,,,,,,,,,,,,,,,,,,,,,"1,658,117","1,884,425","884,027","1,173,924","1,295,866","1,274,878",,,"1,510,673","1,317,931","1,328,998","1,211,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margin Type Loan,,,,,,,,,,,,,,,,,,,,,,,,,"172,314","159,571","246,875","835,064","1,688,632","2,008,165","2,216,628","2,956,379","3,219,462","3,346,160","3,881,557","4,936,744",,"3,550,483","3,049,680","2,271,346",,"2,247,090",,,,,,,,,,,,,,,,,,,,,,,,,,
Term Loan,,,,,,,,,,,,,,,,,,,,,,,,,"2,856,737","2,472,721","2,474,151","2,480,681","2,721,926","2,685,481","2,974,992","3,016,774","3,317,873","3,579,570","3,727,563","4,466,775",,"6,308,952","6,872,184","7,334,370",,"10,916,324",,,,,,,,,,,,,,,,,,,,,,,,,,
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,,,"423,412","87,080","172,403","262,590","383,982","97,863","203,822","316,728","449,456","111,978","218,385","338,922",,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Fixed Assets,,,,,,,,,,,,,,,,,,,,,,,,,"465,188","449,042","428,826","438,451","523,328","592,945","594,042","583,295","569,291","552,540","537,520","524,623",,"558,393","833,102","897,148",,"1,138,797",,,,,,,,,,,,,,,,,,,,,,,,,,
Non Banking Assets ( Net of provision),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,,,,,,,,,,,,,,,,,,,,"2,007,048","2,969,214","2,973,340","1,094,393","974,925","1,019,360","1,063,787","1,337,095","1,011,602","818,696","1,225,509","956,415",,"1,169,277","1,500,169","1,392,506",,"2,903,909",,,,,,,,,,,,,,,,,,,,,,,,,,
Profit and Loss Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,,,,,,,,,,,,,,,,,,,,,,,,,"4,205,190","999,763","2,004,802","2,957,913","3,995,005","972,242","815,028","1,222,529","3,917,792","1,025,608","2,073,755","3,163,693",,"560,074","1,153,847","1,847,886",,"599,385",,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,,,,,,,,,,,,,,,,,,,,"2,435,916","598,901","1,148,077","1,648,682","2,196,783","564,454","1,123,473","1,679,044","2,340,288","652,456","1,232,626","1,786,999",,"706,292","1,542,056","2,818,096",,"1,909,469",,,,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income ( 3.1-3.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"815,028","1,222,529",,,,,,"560,074","1,153,847","1,847,886",,"599,385",,,,,,,,,,,,,,,,,,,,,,,,,,
"Fees, Commission and Discounts",,,,,,,,,,,,,,,,,,,,,,,,,"170,726","46,030","99,462","88,494","112,242","27,622","60,878","93,768","131,624","33,305","70,874","118,631",,"31,192","75,923","105,655",,"52,152",,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,,,,,,,,,,,,,,,,,,,,"119,735","14,590","32,613","120,411","195,445","65,075","131,543","202,178","266,713","60,147","129,433","215,246",,"105,436","243,833","400,183",,"179,020",,,,,,,,,,,,,,,,,,,,,,,,,,
Foreign Exchange Gain/Loss,,,,,,,,,,,,,,,,,,,,,,,,,"128,012","17,457","61,001","96,022","131,966","28,335",,,"126,403","46,126","78,802","125,655",,"48,579","88,740","136,169",,"71,286",,,,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,063,639","1,612,274",,,,,,"745,281","1,562,342","2,489,894",,"901,844",,,,,,,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,,,,,,,,,,,,,,,,"356,442","92,055","167,753","244,346","373,887","111,186","204,559","306,309","421,778","125,493","232,585","366,502",,"197,449","375,877","585,558",,"223,201",,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,,,,,,,,,,,,,,,,"423,412","87,080","172,403","262,590","383,982","97,863","203,822","316,728","449,456","111,978","218,385","338,922",,"131,377","288,930","477,227",,"140,768",,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"655,258","989,237",,,,,,"416,455","897,536","1,427,109",,"537,875",,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,,,,,,,,,,,,,,,,"28,056",,"78,983","125,945","134,893","19,757","85,737","134,927","183,073","71,377","174,761","258,035",,"50,863","328,336","400,795",,"60,845",,,,,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,,,"9,133",7,"3,100","8,737","7,353","1,858",,,"13,413",3,"4,891","8,968",,"32,397","55,060","25,455",,"19,895",,,,,,,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,,,,,,,,,,,,,"28,056",,"78,983","125,945","134,893","19,757",,,"183,073","71,377","174,761","258,035",,"50,863","328,336","400,795",,"60,845",,,,,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"566,680","904,871",,,,,,"409,415","1,147,146","1,748,096",,"437,174",,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Ordinary Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"566,680","903,192",3,,,,,"410,215","1,133,634","1,789,476",,"437,174",,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,,,,,,,,,,,,,"88,569","20,707","55,051","89,616","118,134","22,038","51,516","82,108","99,330","22,484","71,723","108,505",,"37,292","103,058","162,680",,"39,813",,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,"360,615","574,759",4,4,4,4,,"261,046","721,404","1,138,783",,"277,923",,,,,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,,,,,,,,,,,,72.35%,77.57%,77.39%,76.72%,74.92%,75.71%,76.72%,78.61%,73.10%,76.46%,75.93%,3,,78.13%,78.40%,78.26%,,77.51%,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Fund to RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41%,2.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Yield,,,,,,,,,,,,,,,,,,,,,,,,,10.69%,10.22%,10.60%,10.56%,10.45%,8.31%,8.43%,8.36%,8.31%,7.76%,7.91%,7.93%,,7.06%,7.50%,8.42%,,11.02%,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Fund,,,,,,,,,,,,,,,,,,,,,,,,,6.88%,6.54%,6.40%,6.18%,5.99%,5.03%,5.06%,5.03%,5.12%,5.11%,4.85%,4.55%,,4.15%,4.49%,5.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,,,,,,,,,,,,,3.81%,3.68%,4.20%,4.37%,,3.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit to Deposit Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earning Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.18%,35.24,26.69,27.13,28.83,26.05,23.68,27.18,27.41,,17.9,24.8,26.06,,13.47,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,,,,,,,,,,,,12.77%,10.83%,13.78%,16.68%,15.66%,12.27%,13.78%,14.75%,13.27%,11.13%,17.40%,17.19%,,13.60%,18.10%,18.70%,,10.41%,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/D Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Rate,,,,,,,,,,,,,,,,,,,,,,,,,9.59%,9.36%,8.69%,8.03%,7.88%,7.35%,7.78%,7.57%,7.96%,7.30%,6.69%,6.27%,,6.50%,7.39%,10.00%,,10.78%,,,,,,,,,,,,,,,,,,,,,,,,,,
