Particulars,Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
Credit to Deposit Ratio ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.07%,78.04%,77.56%,,,,,,,,,,,,,,,,,,,,,
Debenture and Bond,,,,,,,,,,,,,,,,,,"350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"400,000",,,,,,,,,,,,,,,,,,,,,,,
Deposits,,,,,,,,,,,,,"18,299,628","16,515,020","17,701,423",,"22,831,843","18,806,560","19,736,755",,"25,960,598","22,644,999","23,716,967",,"30,584,876","26,593,445","28,190,101",,"39,991,815","31,483,017","34,332,432",,,"41,156,443","41,107,485",,"59,320,404","51,584,728","55,554,818",,"59,320,404","58,645,840","60,279,392","63,268,385","67,735,866",78.04%,"75,894,566",,,,,,,,,,,,,,,,,,,,,
Domestic Currency,,,,,,,,,,,,,"16,945,032","14,990,146","16,012,963","15,932,227","19,729,797","17,101,576","17,709,986","17,892,357","23,519,187",,"20,932,102","21,307,696","27,297,651","24,079,529","25,069,000","26,515,639","35,904,665",,"31,198,978","33,017,992",,"37,079,131","37,597,240","40,609,383","56,760,852","48,602,883","52,766,829","55,295,428",,,,"59,932,170","63,919,573",,,,,,,,,,,,,,,,,,,,,,,
Earning Per Share,,,,,,,,,,,,,,,,,,,,,,20.58,,,,,,,17.61,,,,,,,,,,,,,,,,15.00,14.74,,,,,,,,,,,,,,,,,,,,,,
Extra Ordinary Income/Expenses,,,,,,,,,,,,,"2,348",53,"1,933","1,933",,,"1,933","1,933","1,200","1,200","1,200","1,200",300,,,300,,,,300,,,,,"6,769",175,"13,546","13,660","6,769","12,711",,"46,767",,,,,,,,,,,,,,,,,,,,,,,,
"Fees, Commission and Discounts",,,,,,,,,,,,,,,,,,"34,639",,,,,,,,,,,,,,,,,,,,,,,,,,,"303,573",,,,,,,,,,,,,,,,,,,,,,,
Fixed Assets,,,,,,,,,,,,,"352,338","260,313","263,357","269,673","308,172","344,913","301,982","298,278","437,740","304,516","292,433","287,391","376,858","465,875","478,904","477,253","501,191","510,999","515,018","543,874",,"528,414","527,887","593,460","1,156,151","1,062,216","1,075,151","1,118,002","1,156,151","1,167,859","1,184,001","1,192,127","1,241,890",,,,,,,,,,,,,,,,,,,,,,,
Foreign Currency,,,,,,,,,,,,,"1,354,596","1,524,874","1,688,460","1,637,475","3,102,046","1,704,984","2,026,769","1,778,519","2,441,411",,"2,784,865","2,900,180","3,287,226","2,513,916","3,121,101","3,043,233","4,087,150",,"3,133,455","3,449,668",,"4,077,311","3,510,246","3,101,889","2,559,552","2,981,846","2,787,989","2,505,747",,,,"3,336,215","3,816,292",,,,,,,,,,,,,,,,,,,,,,,
Foreign Exchange Gain/Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Generating Commercial Complex Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Tax Liability,,,,,,,,,,,,,"2,802","2,802",,,,,0,,,,,,,,,"1,6",,,"844,739",1.7,,,"1,018,139",1.7,,,"988,034",1.7,"3,635","2,087,899",,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,,,,,,,,"1,503,851","343,575","714,617","1,097,530","1,645,718","426,463",,"1,226,151","1,451,868","388,670","725,032","1,063,889","1,667,027","432,914","851,002","1,250,010","1,618,131","379,019","751,610","1,147,992",,"474,804","903,143","1,299,882","3,028,184","509,431","1,101,522","1,956,218","3,028,184","1,125,502","2,223,608",,"4,731,489","1,358,724","2,753,572",,,,,,,,,,,,,,,,,,,,,
Interest Income,,,,,,,,,,,,,"2,233,333","531,348","1,077,068","1,633,685","2,289,360","585,854","331,071","1,699,956","2,376,735","588,400","1,084,841","1,672,887","2,489,315","492,344","1,150,798","1,774,175","2,577,674","571,467","1,180,484","1,805,990",,"734,894","1,478,759","2,197,812","4,682,811","889,521","1,878,038","3,129,433","4,682,811","1,608,874","3,223,479",,294,"740,029","4,207,903",,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,,,,,,,,"3,051,609","2,660,590","2,663,301","2,617,429","3,768,293","2,797,941","2,395,133","3,200,988","5,417,570","4,062,159","3,893,150","4,709,259","4,700,746","5,518,417","3,943,041","3,500,091","6,454,363","5,102,148","3,930,897","3,600,872",,"6,038,174","7,652,656","6,770,357","9,439,808","7,824,651","6,947,030","8,412,900","9,439,808","9,481,738","9,812,688","10,329,001",9.,"287,000","6,891,357",,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.09%,,,,,,,,,,,,,,,,17.79%,17.60%,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,571,251",,,,,,,,,,,,,,,,,,,,,
Margin Type Loan,,,,,,,,,,,,,"149,569","165,954","145,278","143,761","224,133","149,544","201,259","205,426","208,756","231,772","222,975","194,490","647,074","255,526","247,770","663,350","393,192","258,793","460,118","348,260",,"291,094","712,785","774,289","1,797,931","1,588,243","1,650,754","1,653,051","1,797,931","1,697,145",,"1,447,316","1,308,064",,,,,,,,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,,,,,,,,,,,,,312.00,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Money at Call and Short Notice,,,,,,,,,,,,,"50,000",,"650,000",,"659,488","312,600","312,600",,"443,329","1,298","74,460","350,000","721,875",,,0,"609,300","12,961","10,531","200,000",,"24,413","88,049","144,164","117,690","90,097","909,403","148,498","117,690","48,204","739,529","367,030","841,536",,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income ( 3.1-3.2),,,,,,,,,,,,,3.13.2,3.13.2,"362,450","536,156",3.13.2,,"331,071","473,805",3.13.2,"199,730","359,808","608,998",3.13.2,3.13.2,"299,796","524,165",3.13.2,"192,449","428,874","657,999",,"260,090","575,616","897,930",3.13.2,"380,089","776,516","1,173,216","1,654,627","483,373","999,871",,"2,281,259","740,029","1,454,331",,,,,,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,2.71%,2.97%,2.75%,2.84%,2.50%,2.82%,2.44%,2.60%,3.55%,4.10%,4.78%,4.16%,3.77%,3.39%,3.75%,3.77%,3.72%,3.50%,3.32%,3.62%,,3.39%,3.49%,3.43%,2.74%,3.85%,3.65%,3.55%,2.74%,2.94%,2.95%,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss ,,,,,,,,,,,,,"377,586","100,458","191,782","280,357","356,172",,"277,876","250,064","450,205",,"162,245","277,964","471,851","5,190","145,822","233,566","411,968","52,330","177,182","240,033",,"101,043","303,254","440,187","1,002,477","135,845","406,393","569,100",,"170,988","519,270","802,633",,,,,,,,,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Banking Assets ( Net of provision),,,,,,,,,,,,,,,,,,,"291,812",,,,,,,,,,,,,,,,,,,,,,,"1,197,216",,"1,398,036",,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,,,,874,271,637,654,"5,834",10,"2,656","3,398","12,972",0,0,"8,769","26,253",243,"6,141","6,189","23,888","14,387","16,459","22,672",,107,"17,991","18,032","160,872","23,863","86,486","95,351","160,872","96,556","126,144","154,827","164,289",,"44,334",,,,,,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,,,0.90%,0.87%,0.82%,0.96%,0.62%,1.01%,1.26%,1.73%,1.26%,1.21%,1.30%,1.41%,1.15%,2.04%,2.14%,2.21%,1.30%,1.69%,1.18%,1.33%,,0.91%,1.14%,1.28%,0.93%,1.68%,1.31%,1.79%,0.93%,1.78%,1.29%,1.16%,1.29%,,1.11%,,,,,,,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,,,,"602,964","163,724","313,072","453,936","584,673",,"305,650","435,514","818,953","187,192","311,625","535,343","734,841","82,626","286,182","479,788","852,028","200,267","403,517","584,017",,"239,458","514,209","800,350","1,456,073","349,531","681,049","1,012,532","1,456,073","419,450","881,281","1,344,286","2,002,361",,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,,,,,,,,"139,366","276,486","442,254","287,950","340,851","270,078","291,812","497,700","312,003","613,382","970,852","336,552","486,573","443,612","765,688","535,330","1,673,023","940,897","844,851","839,702",,"828,602","1,228,839","821,189","1,336,053","1,278,903","1,214,643","1,834,450","1,336,053","1,197,216","1,213,460","1,398,036","1,198,481","1,727,991","2,468,716",,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Liabilities,,,,,,,,,,,,,"817,350","767,299",,,"542,686","786,191","618,224","714,875","714,427","777,881",,"769,147","186,327","786,799",,"457,352","974,024",,,"956,605",,,,"1,182,922","1,270,363",,,,"1,270,363",,"1,666,491","1,700,482.35","1,850,887",,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,,,,"169,294","32,268","72,170","112,777","194,843","34,504","81,056","126,703","240,503","43,308","99,672","165,677","266,141","49,590","106,731","183,692","322,380","60,133","145,026","221,000",,"76,699","156,173","246,897","477,361","100,590","218,814","342,127","477,361","118,277","260,083","416,429","596,380","161,688","333,223",,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,,,,,,,,"69,515","20,852","40,185","49,469","56,391","21,487","48,846","72,635","85,982","18,585","34,854","53,301","103,899","21,465","40,404","67,509","151,053","34,926","79,190","109,135",,"32,286","67,422","100,397","227,163","55,788","103,661","144,400","227,163","48,537","111,527",,"296,561","129,882","261,300",,,,,,,,,,,,,,,,,,,,,
Other Real Estate Loan (Including Land purchase and Plotting),,,,,,,,,,,,,"822,164","1,232,079",,,"534,251","789,294",,,"277,882",,,,"137,099","255,103",,,"52,489",,,,,,,,"589,979",,,,,,,,"442,570",,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,"1,743,115","1,877,019","1,683,814","1,688,334","2,601,576","34,504","2,518,251","2,526,921","4,546,451",,"2,975,951","3,337,174","6,894,586","5,578,362","5,515,280","6,031,240","10,837,753","8,667,370","9,659,623","9,638,355",,"11,243,280","10,519,403","11,476,086","18,847,518","13,386,094","14,700,395","18,088,295",,"17,944,679",,"18,170,059","596,380","17,719",,,,,,,,,,,,,,,,,,,,,,
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paid Up Capital,,,,,,,,,,,,,"1,613,521","1,613,521","1,613,521","1,613,521","1,694,081","1,613,521","1,694,081","1,694,081","1,694,081","1,694,081","1,694,081","1,694,081","1,948,305","1,694,081","1,694,081","1,694,081","2,337,869","2,337,966","2,337,869","2,337,869",,"3,039,229","3,039,229","3,039,229","7,472,412","3,039,229","3,039,229","3,159,030","7,472,412","8,219,653","8,221,667","8,221,667","8,221,667","8,221,667","8,221,667",,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.20,16.96,,,,,,,,,,,,,,,,,,,,,,
Profit and Loss Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,"593,349","157,863",,,"559,699",,,,"707,465",,,,"741,480","8,156","229,149",,"647,727",,,,,,,,"1,575,322",,,,,,,,"1,832,826",,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,"591,001","157,810",,"438,628","559,699",,"277,876","392,958","706,265","135,793","253,756","435,600","741,180","8,156","229,149","366,732","647,727",,,"377,195",,"158,782","476,541","691,723","1,568,552","213,471","625,072","880,639","1,568,552","281,407","860,543","1,261,281","1,889,000",,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,"53,941","14,351","27,397","40,051","50,882","13,298","25,261","35,723","64,315",,"23,178","39,709","67,407",741,"20,832","33,367","58,884","7,476","25,312","34,290",,"14,435","43,322","62,884","143,211","19,406","58,056","81,300",,"24,427","74,181","114,662","166,621",,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,,,,"13,622","9,089","16,589","16,860","31,353","3,154","35,262","50,602","135,847","12,454","75,541","127,065","73,655","74,713","80,150","132,731","243,945","132,420","157,303","245,250",,"80,783","109,780","184,369","97,476","159,923","191,547","276,328","97,476","234,598","190,689","234,872","43,807",,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,,,,,80.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,17.20,16.96,,,,,,,,,,,,,,,,,,,,,,
Real Estate Loan,,,,,,,,,,,,,"3,466,141","4,234,668","4,258,400","3,660,663","2,614,039","789,294","3,007,756","2,923,467","1,872,661","2,275,349","2,183,273","2,163,805","1,306,836","1,873,249","1,843,530","1,577,349","1,118,372","1,493,549","1,281,679","1,164,716",,"1,116,140","1,149,427","1,224,352","2,165,410","1,275,112","1,645,943","1,697,959","2,165,410","385,364","1,844,317","1,805,111","442,570",,,,,,,,,,,,,,,,,,,,,,,
Reserve and Surplus,,,,,,,,,,,,,,,,,,"593,429",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,526,270","4,112,239","4,446,137",,,,,,,,,,,,,,,,,,,,,
Residential Real Estate Loan,,,,,,,,,,,,,,"908,356",,,,,,,,,,,,"294,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,17.97%,20.47%,19.10%,18.21%,15.22%,16.56%,15.72%,14.58%,16.89%,13.87%,12.50%,14.22%,15.35%,0.76%,10.46%,10.71%,10.57%,6.54%,10.69%,9.00%,,9.20%,13.26%,12.38%,11.69%,9.03%,12.45%,10.72%,11.69%,6.84%,10.43%,10.44%,11.04%,,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,,,,"157,662","39,648","76,191","114,271","178,285","47,190","88,353","128,686","207,373","58,408","103,143","142,451","239,997","51,826","113,740","160,514","272,858","54,240","128,730","202,964",,"76,826","154,059","232,168","413,382","84,265","182,658","290,475","413,382","120,313","248,781","384,899","578,859",,,,,,,,,,,,,,,,,,,,,,,
Term Loan,,,,,,,,,,,,,"2,666,342","2,155,003","2,122,790","2,575,305","2,695,114","2,641,978","2,611,362","2,598,267","3,433,395","2,623,591","2,833,628","3,062,812","3,292,332","3,567,471","3,472,400","3,225,960","4,858,691","3,425,373","3,885,674","4,693,644",,"5,099,859","5,772,759","6,300,852","10,530,262","7,319,962","8,324,837","9,186,820","10,530,262","11,125,368",,"12,872,312","14,222,146",,,,,,,,,,,,,,,,,,,,,,,
Total Assets ,,,,,,,,,,,,,"21,757,378","19,645,592","20,827,709","20,670,345",,"22,149,701","22,995,670","23,099,676","30,176,073","26,330,308","28,154,046","28,305,829","34,713,739","30,904,877","32,430,323","33,720,475","45,801,710","36,338,801","39,329,846","41,881,033",,"47,541,496","47,199,037","50,104,539","70,903,814","59,514,285","63,608,810","68,055,656","70,903,814",,"73,091,867","76,989,802","81,401,606",1.41%,"93,915,037",,,,,,,,,,,,,,,,,,,,,
Total Capital and Liabilities ( 1.1 to 1.7),,,,,,,,,,,,,"21,757,378","19,645,592","20,827,709","20,670,345","26,222,541","22,149,701","22,995,670","23,099,676","30,176,073","26,330,308","28,154,046","28,305,829","34,713,739","30,904,877","32,430,323","33,720,475","45,801,710","36,338,801","39,329,846","41,881,033",,"47,541,496","47,199,037","50,104,539","70,903,814","59,514,285","63,608,810","68,055,656","70,903,814","71,371,181","73,091,867","76,989,802","81,401,606","84,735,501","93,915,037",,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to total NPL,,,,,,,,,,,,,136.58%,137.60%,149.00%,128.48%,212.56%,,106.60%,82.26%,140.41%,123.56%,121.65%,125.07%,140.62%,104.85%,96.35%,99.93%,142.80%,108.30%,146.78%,147.00%,,208.64%,168.03%,152.35%,173.52%,119.61%,149.91%,114.11%,173.52%,110.91%,139.55%,149.70%,,,164.71%,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,,,,"929,920","235,640","461,434","680,983","957,801",,"475,059","690,903","1,266,829","288,909","514,440","843,470","1,240,978","184,041","506,652","823,994","1,447,266","314,641","677,274","1,007,981",,"392,983","824,441","1,279,414","2,346,815","534,386","1,082,521","1,645,134","2,346,815","658,040","1,390,145","2,145,614","3,177,600","1,010,219","2,007,003",,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,786,"2,904","2,320",899,544,,"4,832","4,648","10,187","3,705","17,672","18,554","53,741",,"16,977","13,486","15,756",,"15,756","15,756",,"15,756","54,121","57,709","49,084","109,391","49,084","49,084","49,084","49,084","43,807","49,084",,,,,,,,,,,,,,,,,,,,,,,,
