Particulars,Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
Term Loan,,,,,,,,,,,"2,115,971","2,227,952","2,249,902","2,283,091","2,400,482","2,360,586",,"2,255,060","2,297,476","2,424,203","3,459,677",,,"2,893,873","3,602,892","3,741,070","3,958,894","4,051,444","4,575,892","4,573,016","4,617,503","4,455,317","4,427,075","4,811,057",,,"5,426,476","5,628,547","5,905,807","5,668,592","6,091,862","6,489,308","7,814,255",,"9,125,192",,,,,,,,,,,,,,,,,,,,,,,
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,"44,056","93,049","147,054","223,056","71,786","130,641","194,487","274,325","63,013","139,230","197,998","307,793",,,"254,794","364,637","79,386","166,755","262,561","381,316","86,759","187,800","283,072","412,916","82,572",,,"431,540","103,650","216,445","333,271","475,032","105,911","231,185",,"12,375",57,,,,,,,,,,,,,,,,,,,,,,
Fixed Assets,,,,,,,,,,"676,372","680,479","701,887","732,276","757,832","789,316","735,140",,"737,262","744,056","746,885","883,612",,,"811,708","806,889","813,194","784,239","760,049","777,640","626,721","617,826","615,731","638,743","649,631",,,"647,218","657,390","660,712","669,324","628,142","700,167","743,981",,"800,764",,,,,,,,,,,,,,,,,,,,,,,
Non Banking Assets ( Net of provision),,,,,,,,,,,,,,,,,,"6,000","6,000","7,192","7,192",,,,,,,,,,,,,,,,,,,,,,,,,"18,000",,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,,,,,"423,400","477,416","530,125","414,486","381,532","493,848","654,268",,"935,038","1,102,138","1,266,564","990,268",,,"942,424","949,741","1,122,679","1,248,902","1,829,095","961,554","1,436,909","2,591,787","1,829,611","1,008,501","1,008,501",,,"1,156,069","1,297,817","1,457,680","1,564,450","1,286,975","1,381,269","1,610,924",,"1,714,241","3,065,788",,,,,,,,,,,,,,,,,,,,,,
Profit and Loss Account,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,3.,3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,,,,,,,,,,"125,222","264,954","392,685","546,442","109,404","225,323","374,858",,"104,061","151,101","205,274","442,615",,,"661,509","934,356","210,487","489,940","778,022","1,116,792","343,302","669,384","1,011,838","1,337,045","379,904",,,"1,857,373","535,271","1,121,089","1,751,611","2,325,174","612,136","1,066,486",,"2,644,511","842,583",,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,,,,,"213,037","468,325","776,198","1,144,808","385,931","773,878","1,149,935",,"379,238","757,378","1,129,388","1,498,999",,,"1,082,334","1,485,592","447,657","860,794","1,274,770","1,720,367","421,957","828,060","1,263,055","1,753,136","444,802",,,"1,637,980","488,171","1,076,766","1,829,887","2,791,035","1,103,632","2,305,079",,"5,026,556","104,060",,,,,,,,,,,,,,,,,,,,,,
Net Interest Income ( 3.1-3.2),,,,,,,,,,"125,222","264,954","392,685","546,442","109,404","225,323","374,858",,"104,061","151,101","205,274","442,615",,,"661,509","934,356","210,487","489,940","778,022","1,116,792","343,302","669,384","1,011,838","1,337,045","1,337,045",,,"1,857,373","535,271","1,121,089","1,751,611","2,325,174","612,136","1,066,486",,"2,644,511","842,583",,,,,,,,,,,,,,,,,,,,,,
"Fees, Commission and Discounts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,255",,,,"91,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,,,,,,,,,,,,,,,,"67,919",,,"107,751","150,768","29,512","51,964","66,630","181,018","18,068","43,294","58,545","183,863","183,863",,,"231,930","87,474","180,765","233,028","309,055","73,915","167,398",,"343,829","93,145",,,,,,,,,,,,,,,,,,,,,,
Foreign Exchange Gain/Loss,,,,,,,,,,"10,628","24,606","32,337","42,695","9,013","23,521","31,376",,"17,361","30,234","39,016","51,744",,,"21,061","35,314","8,987","13,829","29,000","45,798","16,387","41,154","67,738","90,097","33,306",,,"116,511","35,123","63,982","102,289","133,253","38,398","77,576",,"172,548",,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,"167,237","346,382","506,085","699,676","147,345","307,188","486,612",,"141,910","226,781","320,843","607,325",,,"828,043","1,179,314","264,641","616,403","967,062","1,404,863","419,816","844,649","1,273,874","1,702,630","472,479",,,"2,298,112","683,845","1,418,380","2,178,077","2,890,223","755,737","1,378,429",,"3,308,128","1,124,488",,,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,"37,676","69,597","107,565","148,131","42,066","76,356","116,329",,"44,284","81,745","118,383","164,959",,,"171,343","233,005","75,064","131,841","194,079","279,844","82,181","153,937","225,358","356,981","107,632",,,"469,881","132,076","245,321","368,544","499,067","157,077","318,910",,"681,650",,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,,,,,,,,,,,,"307,793",,,"254,794","364,637","79,386","166,755","262,561","381,316","86,759","187,800","283,072","412,916","412,916",,,"431,540","103,650","216,445","333,271","475,032","105,911","231,185",,"571,013","172,170",,,,,,,,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,"85,505","183,736","251,466","328,489","33,493","100,191","175,796",,"34,613","5,806","4,462","134,573",,,"401,906","581,672","110,190","317,806","510,421","743,703","250,876","502,912","765,445","932,733","282,275",,,"1,396,691","448,118","956,614","1,476,262","1,916,124","492,749","828,334",,"2,055,465",,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,"30,839","31,694","60,242","60,242",,"104,008","155,508",,"58,142","119,823","122,336","662,545",,,"75,426","266,326","60,953","44,352","74,039","180,746","18,691","50,450","50,842","151,197","10,194",,,"120,192","32,003","37,006","135,900","134,655","33,640","55,218",,"81,975",,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,,,300,300,"1,411","1,389","97,283",,"0,000",,,"206,028",,,"12,541","19,078",,"7,786","13,444","18,170","83,550","91,354","91,604","92,001",,,,"32,278",618,,,,,,,"1,673","9,467",,,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,"30,839","31,694","60,242","60,242",,"104,008","155,508",,"58,142","119,823","122,336","662,545",,,"75,426","266,326","60,953","44,352","74,039","180,746","18,691","50,450","50,842","151,197","10,194",,,"120,192","32,003","37,006","135,900","134,655","33,640","55,218",,"81,975",,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,"75,181","163,391","150,491","191,544","14,787","109,435","171,816",,"69,688","67,248","68,654","419,407",,,"154,479","420,599","91,262","305,174","483,318","771,912","299,052","537,597","688,042","979,173","272,053",,,"1,418,179","371,565","887,558","1,561,592","2,034,890","442,514","742,527",,"1,926,007",,,,,,,,,,,,,,,,,,,,,,,
Extra Ordinary Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,"75,181","163,391","150,491","201,215","14,787","5,427","16,307",,"11,546","9,104","10,511","16,996",,,"154,479","232,642","105,919","320,631","499,606","708,416","299,130","540,705","691,723","984,944","272,053",,,"1,424,033","388,065","904,058","1,579,524","2,052,822","442,564","742,577",,"1,927,679",,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,"6,835","14,854","13,681","18,292","1,344",493,"1,482",,"1,050","0,828",956,"1,545",,,"14,044","21,149","9,629","29,148","45,419","64,401","27,194","49,155","62,884","89,540","24,732",,,"129,458","35,279","82,187","143,593","186,620","40,233","67,507",,"175,244",,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,116.86,22.76,84.17%,32.58,356.64,236.76,152.88,256.72,63.67,150.26,195.22,245.23,,,57.49,33.99,22.43,4,27.78,31.68,17.68,22.55,26.82,4,21.65,,,29.47,39.21,16.30,18.11,15.02,22.93,22.87,,13.65,78.92%,,,,,,,,,,,,,,,,,,,,,,
Capital Fund to RWA,,,,,,,,,,10.79,10.92,10.39,11.18%,10.58%,10.69%,10.73,,11.68%,11.43%,11.51%,14.61,,,13.27,12.66,12.13,11.43%,10.66%,10.38%,11.01%,10.43%,11.12%,12.47%,12.57%,,,12.23%,11.29%,13.81%,16.30%,17.48%,16.63%,15.67%,,15.60%,14.36%,,,,,,,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,1.87,1.31,1.42%,4.91%,7.16%,6.93,,4.14%,4.19%,4.27%,2.49%,,,2.73%,2.83%,2.60%,2.67%,2.20%,1.78%,2.04%,1.73%,1.76%,0.64%,,,,0.55%,0.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Yield,,,,,,,,,,,,9.45%,10.25%,11.98%,10.75%,11.05%,,12.03%,11.22%,10.90%,11.29%,,,9.61%,10.85%,9.98%,9.17%,8.89%,8.75%,7.77%,7.33%,7.26%,7.08%,6.85%,,,8.02%,7.80%,9.02%,10.35%,11.48%,11.34%,10.77%,,12.69%,,,,,,,,,,,,,,,,,,,,,,,
Cost of Fund,,,,,,,,,,,6.61%,6.51%,7.20%,8.64%,8.88%,8.87%,,9.32%,9.38%,9.01%,9.84%,,,6.58%,6.58%,6.77%,6.28%,5.99%,5.80%,4.98%,4.59%,4.65%,4.68%,4.42%,,,3.44%,3.75%,3.79%,4.26%,4.82%,7.17%,7.59%,,7.61%,7.99%,,,,,,,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit to Deposit Ratio ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.13%,78.92%,,,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earning Per Share,,,,,,,,,,3.23,14.06,8.63,8.66,0.77,0.42,0.85,,1.81,0.71,0.55,0.44,,,3.97,5.97,10.88,16.46,17.10,18.18,27.43,24.79,21.14,20.79,24.94,,,23.08,21.17,24.66,24.69,23.98,14.35,11.94,,15.31,18.46,,,,,,,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,378.00,320.00,264.00,282.00,275.00,201.00,130.00,,115.00,107.00,107.00,107.00,,,228.00,203.00,244.00,368.00,475.00,576.00,485.00,559.00,567.00,596.00,540.00,,,680.00,830,402,447,360,329,273,,209,,,,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,116.86,22.76,30.58,32.58,356.64,236.76,152.88,,63.67,150.26,195.22,245.23,,,57.49,33.99,22.43,22.35,27.78,31.68,17.68,22.55,26.82,28.67,28.67,,,29.47,39.21,16.30,18.11,15.02,22.93,22.87,,13.65,,,,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,5.27,6.68,6.93,5.89,5.36,6.21%,5.65,6.19%,5.58%,11.33%,14.85%,15.34%,,,6.64%,10.93%,8.44%,9.14%,11.09%,9.24%,7.71%,7.77%,6.88%,11.02%,9.08%,,,6.84%,22.86%,21.52%,22.67%,26.29%,24.86%,22.75%,,25.26%,,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,0.25,,0.61%,0.80%,0.06%,,0.06%,,0.15%,2.82%,,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.25%,17.68%,16.23%,16.04%,14.27%,12.13%,9.93%,,11.82%,,,,,,,,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,116.12,121.97,121.42,123.59,109.57,109.78,109.63,,111.00,109.61,109.95,106.79%,,,113.04%,112.80%,115.52%,125.74%,125.79,131.01,123.40,136.02,145.80,138.65,139.50,,,139.11,119.73,126.77,126.60,136.44,115.28,118.00,,127.17,,,,,,,,,,,,,,,,,,,,,,,
C/D Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Rate,,,,,,,,,,,,,,,,,,,,,,,,10.13%,10.26%,9.77%,8.84%,8.57%,8.25%,7.69%,7.55%,7.57%,7.69%,7.04%,,,6.18%,6.30%,6.98%,8.30%,10.29%,10.48%,10.67%,,11.06%,11.21%,,,,,,,,,,,,,,,,,,,,,,
