Particulars,Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
Cash and Bank Balance,,,,,,,,,,,"323,068",,,,,,,,,,,"1,709,780",,,"1,685,501",,"1,887,145","1,537,648",,,,,"1,771,031",,Money at Call and Short Notice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Money at Call and Short Notice,,,,,,,,,,"455,653","686,765",,"1,017,235",,,,"1,051,270",,,,660,-,"240,234",,"364,420","364,420",-,-,"364,420",,,,-,,Investments,,,"9,915,477",,,"670,504","6,910,608",,,"670,504",,,,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,,,,,"643,784","857,999",,"495,610",,,,"916,653",,,,"2,108,792","1,734,497","2,577,449",,"3,848,052","3,098,630","3,164,745","3,383,204","3,715,503","4,187,137","4,058,191",,"7,744,240","7,744,240",Loans and Advances(Net),,"10,743,074",,,7925523,"10,743,074","9,752,872",,"12,925,405","15,851,215",,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances ,,,,,,,,,,"4,488,099","5,010,239",,"5,092,099",,,,"6,371,324",,,,"9,530,238","11,636,960","12,993,467",,"15,093,073","15,456,492","17,170,783","18,251,411","20,411,444","22,833,968","25,893,543",,"28,229,003","30,333,380",a. Real Estate Loan,,"40,441,857","44,608,156",,48596841,"40,441,857","57,288,532",,"64,322,096","68,663,692",,,,,,,,,,,,,,,,,,,,,,,
Real Estate Loan,,,,,,,,,,,"1,065,963",,"890,935",,,,"1,489,744",,,,"1,068,377",(Including Land Purchase and Plotting),"962,072",,"575,304",,"834,595",and Plotting),"931,294",,"1,665,224",,"972,660",,b. Personal Home Loan of Rs. 100 Lacs or Less,,"3,985,379",,,4925231,"3,985,379",,,"5,585,712","5,585,712",,,,,,,,,,,,,,,,,,,,,,,
Residential Real Estate Loan,,,,,,,,,,,,,,,,,,,,,"203,392",(Except Personal Home Loan up to Rs. 100 lacs),"227,464",,lacs),,"196,066",,"136,114",,"250,985",,Rs. 100 lacs),,to Rs. 100 lacs),,"531,304",,,,"531,304",,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Complex and Residential Apartment Construction Loan,,,,,,,,,,,,,,,,,,,,,,,,,"127,243",,,,,,,,"561,605",,3. Income Generating Commercial Complex Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Generating Commercial Complex Loan,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,"23,190",,"35,346",,4. Other Real Estate Loan (Including Land Purchase and Plotting),,,,,,"63,709",,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Real Estate Loan (Including Land purchase and Plotting),,,,,,,,,,,,,,,,,,,,,"803,866",(Including Land Purchase and Plotting),"654,952",,"575,304",,"498,083",and Plotting),"633,723",,"849,258",,"972,660",,b. Personal Home Loan of Rs. 100 Lacs or Less,,"2,949,449",,,,"2,949,449",,,,,,,,,,,,,,,,,,,,,,,,,,,
Margin Type Loan,,,,,,,,,,,"166,702",,"101,530",,,,"101,530",,,,"104,978","57,744","52,948",,"43,841",,"28,540","61,691","459,056",,"489,356",,"381,614",,d. Term Loan,,"463,985",,,264058,"463,985",,,"266,716","269,831",,,,,,,,,,,,,,,,,,,,,,,
Term Loan,,,,,,,,,,,"364,252",,"503,732",,,,"503,732",,,,"1,523,582","1,878,673","2,000,625",,"2,620,056",,"2,822,708","2,857,361","3,420,567",,"3,878,664",,"4,445,878",,e. Overdraft Loan/TR Loan/WC Loan,,"6,572,777",,,7771090,"6,572,777",,,"10,971,092","8,700,877",,,,,,,,,,,,,,,,,,,,,,,
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,"31,095",,"1,085,335",,,,"1,313,895",,,,"2,303,397","39,347","3,251,666",,"161,070",,"96,727","146,527","6,527,428",,"8,569,929",,"272,235",,C. Operating Profit Before Provision (B. -3.6-3.7),,"14,017,857",,,17859111,"14,017,857",,,"23,227,325","23,227,325",,,,,,,,,,,,,,,,,,,,,,,
Fixed Assets,,,,,,,,,,"234,818","242,368",,"325,503",,,,"366,000",,,,"479,013","482,131","491,840",,"469,461","490,070","488,842","498,399","502,236","514,519","542,882",,"615,176","602,679",Non Banking Assets,,"655,355","657,833",,721341,"655,355","720,237",,"879,521","947,642",,,,,,,,,,,,,,,,,,,,,,,
Non Banking Assets ( Net of provision),,,,,,,,,,,-,,,,,,,,,,,-,,,-,,-,-,,,,,-,,Other Assets,,,,,,,,,,"281,481",,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,,,,,"140,031","138,519",,"79,251",,,,"133,300",,,,"290,608","138,538","186,218",,"515,560","610,131","665,141","1,273,886","1,261,707","1,257,156","1,408,551",,"1,913,017","1,052,070",Capital Fund to RWA (%),,"818,857","1,129,438",,1269080.,"818,857","2,228,027",,"2,172,670","519,160",,,,,,,,,,,,,,,,,,,,,,,
Profit and Loss Account,,,,,,,,,,,Up to This Quarter,,,,,,,,,,,This Quarter,,,4 Quarters,,,1      Total Capital and Liabilities (1.1 to 1.7),,,,,Upto  4th Quarter,,3,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,,,,,,,,,,"121,831","93,787",,"615,526",,,,"1,038,060",,,,"1,172,145","138,623","759,574",,"655,532","476,888","362,785","579,121","2,018,506","560,718","1,159,513",,"1,139,390","324,533","Fees, Commission and Discount",,"3,273,293","1,013,137",,3498996,"3,273,293","1,769,073",,"5,704,188","5,060,299",,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,,,,,"77,971","166,235",,"399,298",,,,"683,000",,,,"753,562","230,095","463,491",,"1,023,257","309,337","608,677","890,369","1,199,788","315,726","621,891",,"1,409,494","200,098",A. Net Interest Income (3.1-3.2),,"1,550,408","478,745",,1799145,"1,550,408","1,174,494",,"3,609,931","2,194,000",,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income ( 3.1-3.2),,,,,,,,,,3.13.2,"93,787",,"216,228",,,,"355,059",,,,"418,584","138,623",3.13.2,,"655,532","167,551","362,785","579,121","818,718","244,992",3.13.2,,"1,139,390","124,435","Fees, Commission and Discount",,"1,722,885","534,392",,1699851,3.13.2,"594,578",,"2,094,257",3.13.2,,,,,,,,,,,,,,,,,,,,,,,
"Fees, Commission and Discounts",,,,,,,,,,,"1,080",,,,,,,,,,,"4,184",,,"23,668",,"17,056","29,012",,,,,"53,493",,Other Operating Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,,,,,"10,642","19,214",,"30,740",,,,"34,221",,,,"43,426","27,468","42,203",,"71,451","16,704","37,948","57,375","85,438","31,273","65,117",,"131,655","20,098",Foreign Exchange Gain/Loss (Net),,"242,140","235,621",,214332,"242,140","19,644",,"390,422","519,160",,,,,,,,,,,,,,,,,,,,,,,
Foreign Exchange Gain/Loss,,,,,,,,,,"3,647","4,707",,"5,607",,,,158,,,,,"2,612","9,469",,"27,237","35,753","75,966","115,126","146,889","54,404","93,325",,"178,826","54,404",B. Total Operating Income (A+ 3.3+3.4+3.5),,"153,694","47,131",,141341,"153,694","68,193",,"208,116","282,481",,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,"58,535","118,787",,"256,483",,,,"394,972",,,,"474,281","172,887","356,700",,"777,889","228,517","493,756","780,634","1,091,503","342,946","720,652",,"1,503,363","429,563",Staff Expenses,,"2,207,262","692,140",,2159192,"2,207,262","821,262",,"2,820,998","3,926,654",,,,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,"9,104","17,417",,"41,791",,,,"55,836",,,,"79,571","29,523","53,498",,"99,776","38,988","70,994","101,447","134,381","49,200","94,353",,"182,321","66,428",Other Operating Expenses,,"259,435","86,428",,258051,"259,435","122,172",,"382,078","540,365",,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,"15,125","31,095",,"66,964",,,,"84,777",,,,"147,513","39,347","76,174",,"161,070","48,632","96,727","146,527","206,356","62,575","130,047",,"272,235","231,382",C. Operating Profit Before Provision (B. -3.6-3.7),,"329,405","231,382",,308571,"329,405","110,434",,"373,304","481,469",,,,,,,,,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,"34,306","70,275",,"147,728",,,,"254,359",,,,"247,197","104,016","227,029",,"517,043","140,896","326,035","532,660","750,766","231,171","496,253",,"1,048,807","266,796",Provision for Possible Losses,,"1,618,422","511,714",,1592570,"1,618,422","594,656",,"2,065,616","2,855,939",,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,"6,042","10,650",,"11,352",,,,"13,272",,,,"52,835","7,420","42,653",,"19,675","6,518",960,"1,219","55,212","27,966","63,867",,"1,861","25,086",E. Profit from Regular Activities (D.+3.9+3.10),,"141,732","65,314",,115381,"141,732","96,224",,"199,052","246,812",,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,"10,851",-,,34,,,,348,,,,678,541,"1,180",,"2,571",637,"6,483","8,182","13,082","1,935","3,453",,"7,377","9,261",Write Back of Provision For Possible Loss,,"154,295","22,000",,42494,"154,295","30,423",,"22,706","25,612",,,,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,"10,650",,"2,497",,,,"2,161",,,,"2,161","7,420","19,561",,"19,675",612,960,"1,219","1,527",599,"1,175",,"1,861",595,E. Profit from Regular Activities (D.+3.9+3.10),,"9,964","1,442",,2365,"9,964","1,368",,"7,480","140,000",,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,"28,264","59,321",,"138,907",,,,"243,595",,,,"195,040","85,240","205,116",,"481,443",,"306,706","505,448","710,163","205,739","437,014",,"943,556","277,897",Extraordinary Income/Expenses (Net),,"1,640,948","425,755",,1522049,"1,640,948","530,223",,,"2,642,342",,,,,,,,,,,,,,,,,,,,,,,
Extra Ordinary Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,"8,482",308,308,,,"1,609",,,609,"425,755",,,609,"529,915",,319,609,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,"59,321",,,,,,,,,,,"85,240",,,"481,443","135,628",,"505,140",,,,,"942,947","277,897",Provision for Staff Bonus,,,"425,755",,,,"529,915",,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,"2,570","5,393",,"12,628",,,,"22,145",,,,"17,299","7,749","18,647",,"43,768","12,330","27,854","45,922","65,331","18,704","39,729",,"85,722","25,261",Provision For Tax,,"148,670","38,803",,138368,"148,670","38,803",,"172,403","240,146",,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,At the End of this,,,,,,,,,,,(Calculated as per NRB Directives) (%),,,4,,3��,24.06,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Fund to RWA,,,,,,,,,,20.34,17.99%,18.89,17.64,,14.08,29.37,30.51,,,24.57,21.80,16.95,16.27,15.23,15.00,14.00,13.94,13.21,12.55,11.72,11.03,10.65,11.19,11.72,Non Performing Loan (NPL) to Total Loan  (%),11.12,12.65,12.45,13.12,13.42,13.20,13.85,13.42,13.46,12.91,13.85,,,,,,,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,0.20,0.12%,0.11,0.08,,0.06,0.05,0.004,,,0.87,0.48,0.47,0.19,0.06,0.03,0.09,0.10,0.05,0.02,0.05,0.04,0.10,0.07,1.41,Total Loan Loss Provision to Total NPL (%),0.12,0.02,0.05,0.01,0.04,0.04,0.14,0.03,0.17,0.03,0.14,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Yield,,,,,,,,,,,,,,,,,,,,13.93,13.48,12.48,11.76,11.44,11.09,11.49,11.03,10.67,10.44,10.00,9.46,9.11,9.02,9.24,Earning Per Share (Rs.)  (Annualized),8.62,8.45,8.63,,8.99,,11.80,11.47,11.53,11.63,11.8,,,,,,,,,,,,,,,,,,,,,,
Cost of Fund,,,,,,,,,,,7.42%,7.78,9.38,,10.01,10.35,10.48,,,10.38,9.91,7.88,7.67,7.45,7.24,7.06,6.91,6.57,6.29,5.20,4.93,4.96,5.02,4.65,Credit To Deposit Ratio (Calculated as per NRB Directives) (%),3.91,3.83,6.28,4.09,4.68,4.68,7.43,7.24,7.32,7.42,7.43,,,,,,,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,,,,,,,,3.55,3.57,4.60,4.09,3.99,3.85,4.43,4.12,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit to Deposit Ratio ,,,,,,,,,,,,83.86,79.14,,83.38,79.71,75.41,,,75.05,72.19,(Calculated as per NRB Directives) (%),79.34,78.47,73.94,73.24,78.38,78.96,75.20,77.66,78.18,77.75,76.10,79.13,Base Rate (%),77.66,76.07,79.26,18.62,75.17,72.04,79.17,78.99,18.18,76.99,79.17,,,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earning Per Share,,,,,,,,,,,,,,,,,,,,,6.00,10.56,12.98,,15.13,15.11,17.48,19.41,20.47,20.15,21.88,,23.69,22.68,Networth Per Share (Rs.),,34.17,20.19,23.65,23.95,,16.72,20.56,20.22,134.31,,,,,,,,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,17.54,29.97,24.06,31.17,24.32,24.64,24.97,,29.63,25.06,27.32,21.95,32.29,22.80,19.88,,20.76,16.54,17.70,15.31,20.76,,,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,,,,,,,4.8,5.40,9.75,11.58,12.13,12.53,13.35,14.81,15.68,15.77,17.33,17.93,17.50,17.58,19.24,Return on Total Assets (%)  (Annualized),22.02,23.36,16.94,18.51,18.03,14.35,14.22,16.64,15.77,,14.22,,,,,,,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,,,,,,,,,,,108.98,111.10,,112.11,116.13,,113.20,118.07,123.78,129.78,116.24,122.01,127.70,,117.88,125.44,134.01,146.27,119.24,126.69,132.81,131.32,117.55,123.55,128.24,76.31,117.55,,,,,,,,,,,,,,,,,,,,,,
C/D Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Rate,,,,,,,,,,,,,,,,,,,,,,,10.36,10.1,10.04,9.73,9.54,8.40,8.22,7.85,7.19,7.62,7.50,7.85,Interest Spread (as per NRB Directives)  (%),5.58,6.07,,7.20,9.11,10.20,10.27,9.71,10.63,10.66,10.27,,,,,,,,,,,,,,,,,,,,,,
CCD Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit Deposit Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to total NPL,,,,,,,,,,557.54,,1068.79,1233.12,,1895.61,2131.54,22587.90,,,147.41,237.92,,559.38,1848.95,,"1,147.13","1,046.30","1,977.81","5,832.14","2,322.48","2,705.74","1,306.81",,"2,456.41","2,304.23",912.7,"5,982.92","2,067.80","11,201.06",2938.08,"2,938.08",831.91,"4,181.94",689.32,"4,082.07",831.91,,,,,,,,,,,,,,,,,,,,,,
