Particulars,Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
Investments,,,,,,,,,,,,,,"2,328,958","2,255,762","2,502,038",,"2,957,182","3,072,347",,,"4,635,106",,2.4,"5,549,925",,"5,715,642","5,636,379",,,"8,697,957","9,890,791",,,,,,,,,,"22,007,323",,,"17,231",,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances ,,,,,,,,,,,,,,"12,805,039","12,910,088","12,892,359",,,"14,857,508",,,"22,968,612",,,"26,991,614",,"30,116,182","41,284,747",,,"47,563,852","49,939,954",,,,,,,,,,"89,143,312",,,"94,025,520",,,,,,,,,,,,,,,,,,,,,,,
Real Estate Loan,,,,,,,,,,,,,,"2,502,065","510,030","209,599",,,"1,600,423",,,"2,762,532",,,"2,287,240",,"1,829,727","940,461",,,"2,107,130","2,463,980",,,,,,,,,,"1,793,300",,,"1,732,420",,,,,,,,,,,,,,,,,,,,,,,
Residential Real Estate Loan,,,,,,,,,,,,,,,"510,030","209,599",,,"77,204",,,,,,"107,564",,"109,715","306,246",,,,"564,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Complex and Residential Apartment Construction Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"282,370",,,"316,530",,,,,,,,,,,,,,,,,,,,,,,
Income Generating Commercial Complex Loan,,,,,,,,,,,,,,,"150,000","165,137",,,"163,737",,,"162,852",,,"193,353",,"166,488","166,488",,,,"158,090",,,,,,,,,,"405,770",,,"281,890",,,,,,,,,,,,,,,,,,,,,,,
Other Real Estate Loan (Including Land purchase and Plotting),,,,,,,,,,,,,,,,,,,"1,600,423",,,"1,783,096",,,"1,453,443",,"1,081,322","940,461",,,"1,244,870","1,435,640",,,,,,,,,,"1,793,300",,,"1,732,420",,,,,,,,,,,,,,,,,,,,,,,
Margin Type Loan,,,,,,,,,,,,,,"515,649","468,048","452,870",,,"319,267",,,"245,160",,,"315,880",,"573,411","743,945",,,"437,450","825,110",,,,,,,,,,"1,927,930",,,"1,879,420",,,,,,,,,,,,,,,,,,,,,,,
Term Loan,,,,,,,,,,,,,,"1,050,649","905,513","926,296",,,"947,629",,,"1,409,439",,,"2,226,573",,"2,509,682","4,203,485",,,"5,254,370","5,962,990",,,,,,,,,,"11,584,690",,,"13,415,210",,,,,,,,,,,,,,,,,,,,,,,
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,"51,465","103,393","157,572",,"57,119","121,031",,,"85,396",,3.5,"485,099",,"238,783","47,627",,,"294,511","461,032",,,,,,,,,,"224,356",,,"189,615",,,,,,,,,,,,,,,,,,,,,,,
Fixed Assets,,,,,,,,,,,,,,"275,958","255,939","244,466",,,"226,491",,,"695,354",,2.6,"687,732",,"713,761","841,840",,,"910,642","903,197",,,,,,,,,,"1,104,140",,,"1,363,872",,,,,,,,,,,,,,,,,,,,,,,
Non Banking Assets ( Net of provision),,,,,,,,,,,,,,,,,,,,,,"19,962",,2.7,"221,807",,"98,595","98,595",,,"97,359","123,613",,,,,,,,,,"144,690",,,"91,917",,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,,,,,,,,,"411,998","302,027","369,046",,,"360,846",,,"1,286,533",,3,"1,022,405",,"879,282","1,692,051",,,"1,282,227","1,917,707",,,,,,,,,,"2,944,588",,,"2,675,930",,,,,,,,,,,,,,,,,,,,,,,
Profit and Loss Account,,,,,,,,,,,,,,,,3.1,,,3.1,,,3.1,,3.1,3.1,,3.1,3.1,,,3.1,3.1,,,,,,,,,,3.1,,,3.1,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,,,,,,,,,,,,,,"176,595","353,709","516,988",,,"303,887",,,"282,570",,3.3,"1,378,421",,"789,771","1,230,369",,,"1,154,006","1,730,905",,,,,,,,,,"4,589",,,"31,576",,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,,,,,,,,,"312,920","622,418","941,831",,,"743,191",,,"492,802",,,"1,826,785",,"970,192","1,425,601",,,"1,140,766","1,718,055",,,,,,,,,,601,,,"2,277",,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income ( 3.1-3.2),,,,,,,,,,,,,,"176,595","353,709","516,988",,,"303,887",,,"282,570",,3.3,"1,378,421",,"789,771","1,230,369",,,"1,154,006","1,730,905",,,,,,,,,,"706,744",,,"3,903,960",,,,,,,,,,,,,,,,,,,,,,,
"Fees, Commission and Discounts",,,,,,,,,,,,,,"26,376","44,166","60,796",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,,,,,,,,,"28,086","32,585","47,967",,,"22,779",,,"18,373",,3.5,"216,163",,"62,103","96,292",,,"173,302","269,122",,,,,,,,,,"147,539",,,"442,397",,,,,,,,,,,,,,,,,,,,,,,
Foreign Exchange Gain/Loss,,,,,,,,,,,,,,,,,,,"24,820",,,"17,899",,,"73,148",,"67,015","97,548",,,"77,167","141,936",,,,,,,,,,"76,367",,,"352,241",,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,,,,,"239,611","445,839","647,181",,,"418,722",,,"390,322",,3.6,"1,839,261",,"1,035,014","1,617,021",,,"1,521,098","2,316,505",,,,,,,,,,"1,052,097",,,"5,155,693",,,,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,,,,,"32,396","61,032","97,299",,,"69,624",,,"67,619",,3.7,"289,775",,"168,049","248,495",,,"272,142","419,005",,,,,,,,,,"265,518",,,"1,006,705",,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,,,,,"51,465","103,393","157,572",,,"121,031",,,"85,396",,,"485,099",,"238,783","371,407",,,"294,511","461,032",,,,,,,,,,"224,356",,,"1,005,992",,,,,,,,,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,,,,,"155,750","281,414","392,310",,,"228,067",,,"237,307",,3.8,"1,064,387",,"628,182","997,119",,,"954,445","1,436,468",,,,,,,,,,"562,223",,,"3,034,661",,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,,,,,,"73,062",,,,"66,289",,,"211,753",,,"143,340",,"261,005","341,234",,,"178,473","231,359",,,,,,,,,,"81,928",,,"654,667",,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,,,,,210,210,139,,,"3,148",,,"22,769",,3.10,291,,"78,350","30,908",,,334,322,,,,,,,,,,"70,008",,,"160,373",,,,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,,,,,,,,,,"211,753",,,"143,340",,"261,005","341,234",,,"178,473","231,359",,,,,,,,,,"81,928",,,"654,667",,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,,"138,113","208,142","247,882",,,"164,926",,,"131,725",,3.11,"875,594",,"778,174","1,085,783",,,"843,413","1,269,659",,,,,,,,,,"548,484",,,"3,554,541",,,,,,,,,,,,,,,,,,,,,,,
Extra Ordinary Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,,"138,113","208,142","247,882",,,,,,,,,,,,,,,,,,,,,,,,,,"550,164",,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,,"12,556","18,922","22,535",,,"14,992",,,"11,975",,3.13,"78,062",,"70,743","98,707",,,"77,175","115,913",,,,,,,,,,"51,200",,,"310,538",,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss ,,,,,,,,,,,,,,"87,890","132,454","157,743",,,"104,952",,,"83,825",,4,"552,487",,"532,806","727,373",,,"541,898","812,441",,,,,,,,,,"346,785",,,"2,164,075",,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,79.22%,12.51,6.,,10.88,12.89,,,16.42,,24.01,19.29,,11.22,"714,000",,,24.48,20.66,,,,,,,,,,24.28,,,11.95,,,,,,,,,,,,,,,,,,,,,,,
Capital Fund to RWA,,,,,,,,,,,,,,10.74%,11.19%,11.21%,,,10.63%,,,11.10%,,4.2,12.03%,,11.50%,13.04%,,,13.06%,12.83%,,,,,,,,,,10.97%,,,11.93%,,,,,,,,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,,,,0.74%,,,,,2.89%,,,2.20%,,4.3,1.64%,,3.22%,2.82%,,,2.57%,2.55%,,,,,,,,,,1.57%,,,0.69%,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Yield,,,,,,,,,,,,,,12.56%,12.44%,12.36%,,,12.38%,,,10.98%,,,10.85%,,11.01%,10.45%,,,10.09%,9.49%,,,,,,,,,,12.13%,,,13.69%,,,,,,,,,,,,,,,,,,,,,,,
Cost of Fund,,,,,,,,,,,,,,8.67%,8.68%,8.80%,,,9.14%,,,6.82%,,4.5,6.64%,,5.05%,4.68%,,,4.20%,4.17%,,,,,,,,,,7.23%,,,7.04%,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,,3.89%,3.76%,3.57%,,,3.24%,,,4.16%,,,4.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit to Deposit Ratio ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.35%,,,,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earning Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.30,,,,,,,,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,21.85%,15.63%,12.22%,,,10.36%,,,9.08%,,,16.50%,,22.07%,13.79%,,,13.56%,14.54%,,,,,,,,,,11.86%,,,16.00%,,,,,,,,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/D Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Rate,,,,,,,,,,,,,,,,,,,,,,,,,9.98%,,8.46%,8.21%,,,7.60%,7.46%,,,,,,,,,,10.54%,,,10.55%,,,,,,,,,,,,,,,,,,,,,,,
