Particulars,Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paid Up Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,208,885","3,208,885",,,"3,208,885","3,208,885","5,239,625","5,881,402","5,881,402","5,881,402",,"5,881,402","5,881,402",,"8,001,334","8,233,949",,,,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit and Loss Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"700,348",,,,"646,851","1,219,261",,"503,496","1,833,203",,"2,804,979",,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"700,302",,,"406,730","646,851","1,218,737","2,001,386","529,604","2,100,112",,"3,154,332","377,617",,"1,758,015","2,321,132",,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,668",,,"36,975","58,805","110,842","178,435","45,772","166,655",,"254,998","34,329",,"124,733","175,234",,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"196,836","819,815",,,"8,539","53,724","189,034","270,658","100,368","185,307",,"349,899","111,156",,"343,958","553,910",,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.24%,76.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,198,077","949,896",,,"2,027,818","2,068,585","3,988,327","4,935,315","5,245,089","5,205,261",,"5,003,898","5,332,656",,"5,476,653","5,229,604",,,,,,,,,,,,,,,,,,,,,,,
Reserve and Surplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residential Real Estate Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"427,959","410,137",,,,,,,,,,,10,,10,10,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19%,15.95%,,,6.69,9.85,19.96,18.37,17.55,30.50,,22.22,11.54,,10.13,9.69,29.13,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,220","267,835",,,,,,,,,,"820,012","264,069",,"759,172","1,145,688",,,,,,,,,,,,,,,,,,,,,,,
Term Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,211,863","4,200,657",,,"6,313,766","6,892,662","8,976,042","9,796,381","10,551,825","11,136,733",,"14,270,138","16,724,042",,"18,650,109","19,528,759",,,,,,,,,,,,,,,,,,,,,,,
Total Assets ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,452,687","39,944,775",,,,,,,,,,,,,,"114,870,697",,,,,,,,,,,,,,,,,,,,,,,
Total Capital and Liabilities ( 1.1 to 1.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,452,687","39,944,776",,,"52,398,542","54,952,665","65,552,401","72,680,028","77,180,862","82,393,853",,"93,922,630","96,955,836",,"104,683,763","114,870,697",,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to total NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.85%,91.25%,,,99.86,99.65,102.09,101.56,101.47,105.11,,94.14,89.06,,75.53,92.81,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"858,114",,,"456,737","928,705","1,582,841","2,524,295","660,848","1,820,226",,"3,380,176","770,060",,"2,623,211","3,983,349",,,,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"196,836","819,815",,,,"263,304","595,936",,"332,108","1,130,345",,"1,721,751","130,638",,"757,412","900,817",,,,,,,,,,,,,,,,,,,,,,,
