Particulars,Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
Provision for possible losses,,,,,,,,,,,,,,,,"40,321.96","58,447.34","24,452.28","182,484.64","155,454.38","105,401.31","147,978.70","302,960.56","199,132.45","268,519.23","53,913.40","106,097.72","179,099.35",,"100,702.21","123,286.52","243,430.84","311,192.50","14,120.60","123,136.81","283,942.16","253,883.65","157,270.76","184,737.15","244,676.85","220,289.51","156,011.44","268,317.99",,"258,838.16",,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,,,,,,,"3,581.00",,,,,,,"87,359.58",97.84,97.84,97.84,"123,746.79",97.84,,,,,"55,786.35","32,375.86","151,416.06",,"10,068.83","10,068.83",,,"127,966.85","127,966.85","47,233.20",,"94,461.86",,"2,556",,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,,,,"410,589.05",,,"7,605.69","7,605.69","15,828.10","86,566.84","254,286.53","87,359.58","87,359.58","102,393.76","102,393.76","118,054.69",,"47,780.55","62,295.50","168,829.04","215,681.58","346,654.01","32,375.86","250,267.11","257,632.55","138,335.90","145,386.91","133,817.14","185,677.33","103,188.96","130,918.03",,"173,570.85",,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,,,,"410,589.05",,"90,034.49","110,494.07","268,899.01","534,649.66","141,159.94","254,286.53","609,721.12","753,955.90","194,450.46","487,373.25","665,826.18",,"254,001.06","569,019.19","869,694.47","1,259,119.71","346,654.01","737,348.96","1,114,950.36","1,772,943.45","394,519.93","879,556.21",,"2,326,107.76","537,036.32","1,122,781.17","1,968,342.01","2,963,035.01",,,,,,,,,,,,,,,,,,,,,,,
Extra Ordinary Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,"23,116.96",,,,,,,,,,,"31,514.00",,,"55,880.94",,,,143.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,,,,,,,,,"534,649.66",,,,"753,955.90",,,,,,"569,019.19",,"1,259,119.71",,,,,,,,"2,325,964.67",,,,"2,963,035.01",,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,,,,"111,978.83",,"8,184.95","10,044.92","24,445.36","48,604.51","12,832.72","161,818.70","55,429.19","68,541.45","17,677.31","44,306.66","60,529.65",,"23,091.01","51,729.02","79,063.13","114,465.43","220,598.01","67,031.72","101,359.12","161,176.68","35,865.45","79,959.66","126,137.25","211,451.33","48,821.50","102,071.02",,"269,366.82",,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss ,,,,,,,,,,,,,,,,,,"57,294.68","70,314.40",,"338,566.48","89,829.05",,"388,004.35","479,790.11","123,741.20",,"423,707.57",,"161,637.03","362,103.12","553,441.93","801,258.00","1,854,852.16",,"709,513.87","1,128,236.74","251,058.14",,"882,960.75","1,482,858.96","341,750.31",,,"1,892,038.67",,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Fund to RWA,,,,,,,,,,,,,,,,16.01,16.48,14.04,14.02,14.04,14.85,13.16,12.70,12.91,13.82,12.23,12.15,12.27,,12.24,12.11,12.31,12.35,12.35,12.48,12.19,11.73,11.36,13.57,12.82,13.36,12.90,12.76,12.51,12.54,12.17,12.68,,,,,,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,,,,,,0.36,0.48,0.77,1.12,1.25,0.47,3.29,3.51,2.92,2.23,2.27,2.21,2.01,,2.62,2.46,2.85,1.75,1.72,1.46,1.59,1.23,1.32,1.36,1.37,0.78,1.37,1.43,1.06,0.66,1.41,1.58,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.01,,,,144.24,,,,128.32,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Yield,,,,,,,,,,,,,,,,13.22,13.38,14.30,,13.36,13.67,11.55,10.52,10.54,10.73,9.70,9.24,8.86,,8.26,8.18,7.79,8.11,7.35,7.45,7.34,7.67,7.08,7.27,7.88,11.60,11.75,11.65,12.81,12.27,,,,,,,,,,,,,,,,,,,,,,,
Cost of Fund,,,,,,,,,,,,,,,,9.55,9.77,10.56,10.10,9.75,9.61,7.59,7.08,6.92,6.99,6.87,6.31,6.02,,4.81,4.68,4.62,4.68,4.76,4.52,4.23,4.33,4.23,4.48,4.98,8.15,8.22,8.16,8.53,8.04,7.80,8.29,,,,,,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,,,,3.11,3.23,3.12,,3.09,3.55,3.48,2.99,3.18,3.30,2.83,2.93,,,3.45,3.50,3.17,3.43,2.59,2.93,3.11,3.34,2.85,2.79,2.90,3.45,3.53,3.49,4.28,4.23,,,,,,,,,,,,,,,,,,,,,,,
Credit to Deposit Ratio ,,,,,,,,,,,,,,,,87.05,79.67,78.37,78.30,79.37,72.51,79.80,78.75,77.95,69.10,76.31,79.19,77.43,,76.39,75.96,75.63,73.95,73.28,74.39,74.04,77.13,75.12,76.30,72.67,76.80,75.70,77.50,77.64,75.22,79.80,78.55,,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earning Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.98,26.41,,,,,,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,,,16.55,17.13,9.11,,8.87,12.74,12.83,12.12,18.59,16.96,15.81,19.97,17.48,,17.18,18.81,18.7,19.94,19.59,20.55,20.18,23.04,17.98,17.52,17.96,19.96,14.21,14.35,16.10,17.18,,,,,,,,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/D Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Rate,,,,,,,,,,,,,,,,,,,,,,,10.19,10.01,10.08,,9.26,9.05,,7.85,7.69,7.61,7.62,7.45,7.20,6.93,6.97,6.93,,7.96,10.64,10.95,,11.10,10.47,10.39,10.17,,,,,,,,,,,,,,,,,,,,,
CCD Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit Deposit Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to total NPL,,,,,,,,,,,,,,,,314.96,262.52,178.01,170.97,149.33,303.85,70.57,85.82,82.79,109.66,99.21,101.28,117.73,,98.77,102.84,87.65,131.68,,161.88,138.11,159.42,,135.07,137.57,206.99,,128.34,158.24,222.40,,,,,,,,,,,,,,,,,,,,,,,
