Particulars,Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
Deposits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69%,3.60%,3.67%,3.63%,3.49%,3.16%,2.65%,2.76%,2.89%,3.53%,,5.84%,6.08%,6.21%,,,,"142,067,853",,,,,,,,,,,,,,,,,,,,,
Domestic Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,196,557","72,015,670","72,790,083","80,856,057","86,789,897","87,989,140","101,411,209","95,173,244","98,944,414","104,097,406","108,135,221","114,730,312","118,367,822","118,555,575","121,884,277","129,871,533",,,,,,,,,,,,,,,,,,,,,,,
Earning Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.97,40.47,42.80,41.38,27.09,34.40,34.24,35.82,35.38,37.68,,35.68,34.31,34.62,,,,34.14,,,,,,,,,,,,,,,,,,,,,
Extra Ordinary Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fees, Commission and Discounts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129,130","239,478","388,449","514,080","135,193","278,076","494,496","640,741","199,524","439,982",,"909,419","236,428","537,699","765,496","983,918",,,,,,,,,,,,,,,,,,,,,,,
Fixed Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,071,637","1,053,159","1,034,674","1,066,517","1,066,398","1,049,267","1,052,474","1,073,736","1,084,517","1,108,606","1,109,825","1,307,293","1,334,514","1,326,810","1,379,467","1,468,637",,,,,,,,,,,,,,,,,,,,,,,
Foreign Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,742,173","7,909,798","8,375,068","9,774,603","9,107,914","10,078,670","11,221,169","13,431,286","13,801,616","12,506,436","11,661,574","10,746,069","12,685,000","11,140,172","8,148,580","10,112,995",,,,,,,,,,,,,,,,,,,,,,,
Foreign Exchange Gain/Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,918","212,754","322,060","458,418","131,630","247,965","377,942","533,265","156,986","318,988",,"621,432","156,214","306,089","488,923","682,486",,,,,,,,,,,,,,,,,,,,,,,
Income Generating Commercial Complex Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,807","35,091","78,219","73,740","183,932","182,690","180,650","177,223","175,320","785,492",,"802,460","686,760","671,302",,"651,760",,,,,,,,,,,,,,,,,,,,,,,
Income Tax Liability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,099","5,409","6,884","3,432","78,292","1,464","5,084",,"240,237","60,599","10,661",,"228,033","27,476","42,034","268,726",,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"668,168","1,336,255","2,021,713","2,807,166","787,713","1,519,910","2,178,861","2,850,423","767,713","1,665,341","2,857,502","4,441,059","1,881,278","3,704,187","5,602,743",,,"4,292,444",,,,,,,,,,,,,,,,,,,,,
Interest Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"705,518","1,441,322","2,207,176","2,986,268","655,089","1,674,773","2,714,987","3,958,288","1,132,149","2,378,215",3.2,"4,944,459","1,341,894","2,715,929","4,155,245",,,"7,644,899",,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",,,",",",",,,,,,4,",",",",,,,,"15,323,535",,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,818,119","63,744,668","66,149,034","67,690,199","74,110,818","77,482,671","84,374,373","87,009,792","94,445,281","96,709,906",,"106,683,877","107,968,136","113,671,155","118,860,752","817,036",,,,,,,,,,,,,,,,,,,,,,,
Margin Type Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,213","44,245","117,044","52,316","508,274","550,654","667,778","603,618","477,020","728,730","849,219","1,682,906","1,701,027","1,710,881","1,292,068","1,222,742",,,,,,,,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Money at Call and Short Notice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"800,000","200,000","200,000",,"272,590",,,"149,380","127,680","1,508,800",,"40,000","465,755","203,000",,,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income ( 3.1-3.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"705,518","1,441,322","2,207,176","2,986,268","655,089","1,674,773","2,714,987","3,958,288","1,132,149","2,378,215",3.2,"4,944,459","1,341,894","2,715,929","4,155,245",,,"3,352,455",,,,,,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"488,412","965,427","1,531,420","1,974,541","429,777","1,091,323","1,862,552","2,598,840","770,146","1,640,294","2,377,699","3,296,980","911,396","1,856,639","2,868,649","3,624,838",,,,,,,,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.66,,,,,,,,,,,,,,,,,,,,,
Non Banking Assets ( Net of provision),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,926","3,926","3,926","3,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,361","1,361","17,934","15,592","4,056","10,825","14,495","19,433","41,886","53,635",,"80,005","91,140","101,400",,,,,,,,,,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55%,1.13%,1.28%,1.25%,1.07%,1.10%,0.78%,0.68%,0.71%,0.70%,,0.83%,1.04%,1.12%,,,,7.04,,,,,,,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"733,728","1,515,386","2,345,683","3,134,248","718,039","1,777,175","2,967,790","4,206,490","1,298,118","2,685,848",,"5,435,810","1,426,571","2,945,903",.3.63.7,"6,009,819",,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"662,413","820,414","918,419","1,319,959","811,032","1,034,133","930,912","933,605","1,554,760","1,096,626","1,453,918","1,425,438","1,552,116","1,590,767","1,522,301",,,"2,093,551",,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,726,464","3,341,738","2,995,511","7,198,391","3,730,600","3,253,746","21,863,231","3,142,442","12,727,171","6,984,095","7,628,691","6,313,019","8,963,955","5,555,415","6,649,588",,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,456","267,518","404,807","579,065","143,706","297,390","459,738","690,537","155,607","344,421","532,213","747,797","190,719","396,493","618,210",,,"477,317",,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,940","113,256","170,032","246,628","63,906","123,866","218,673","354,493","116,359","198,323","280,449","410,257","83,843","186,070","289,825",,,"142,462",,,,,,,,,,,,,,,,,,,,,
Other Real Estate Loan (Including Land purchase and Plotting),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,351,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,456","267,518","404,807","579,065","143,706","297,390","459,738","690,537","155,607","344,421","532,213","747,797","190,719","396,493","618,210",,,,,,,,,,,,,,,,,,,,,,,,
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paid Up Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,768,714","4,771,204","4,771,204","4,771,204","6,345,701","6,345,701","7,252,639","7,255,510","8,706,612","8,706,612","8,746,913","9,240,379","10,626,436","10,724,936","10,744,099",,,"12,623,247",,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit and Loss Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"772,969","1,521,273","2,422,639","3,116,154","674,741","1,713,560","2,923,693","4,148,527","1,207,155","2,571,808",,"5,194,110","1,430,109","2,914,749",3.11,"5,695,026",,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"772,969","1,521,273","2,422,639","3,116,154","674,741","1,713,560","2,923,693","4,148,149","1,207,155","2,571,808",,"5,173,837","1,430,109","2,914,749",3.93.10,"5,713,720",,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70,534","138,356","220,240","283,287","61,340","155,778","265,790","377,139","109,741","233,801","350,991","467,670","129,676","264,899","409,460","517,730",,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235,793","368,236","565,145","537,704","84,604","244,076","428,676","358,690","33,507","112,539",,"96,120","97,933","328,565","669,444","826,935",,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.67,18.04,16.54,17.01,38.13,22.59,32.10,29.03,22.81,18.98,,,18.95,18.98,18.74,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,351,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserve and Surplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,652,318","4,127,075","4,695,325","5,138,446","3,907,705","4,569,252","9,884,244","10,620,532","8,400,063","9,299,557","10,092,513","11,966,239","9,118,381","9,965,124","10,978,222",,,,,,,,,,,,,,,,,,,,,,,,
Residential Real Estate Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.20%,21.70%,21.57%,19.93%,16.77%,20.00%,14.49%,14.54%,18.01%,18.22%,,15.55%,18.46%,17.95%,,16.13%,,16.11,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111,322","223,905","337,228","492,081","124,072","250,115","378,570","589,760","151,293","305,239","457,330","701,960","201,090","403,389","611,716","937,625",,,,,,,,,,,,,,,,,,,,,,,
Term Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,819,781","10,484,520","13,239,712","15,558,548","16,424,792","17,320,584","18,131,120","21,373,407","22,620,558","23,653,972","24,748,521","28,855,445","29,102,646","29,837,681","30,140,442","33,403,492",,,,,,,,,,,,,,,,,,,,,,,
Total Assets ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,426,147","94,289,697","95,709,057","109,555,249","111,784,656","114,568,594","153,458,044","131,423,493","145,419,887","143,460,113","148,045,341","154,787,342","161,782,594","158,956,970","162,604,781",,,,,,,,,,,,,,,,,,,,,,,,
Total Capital and Liabilities ( 1.1 to 1.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,426,147","94,289,697","95,709,057","109,555,249","111,784,656","114,568,594","153,458,044","131,423,493","145,419,887","143,460,113",1.1,"154,787,342","161,782,594","158,956,970",1.8,,,"175,671,843",,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to total NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.17,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"977,506","2,006,809","3,087,717","4,205,394","985,817","2,324,680","3,806,098","5,486,787","1,605,019","3,335,508",.3.33.43.5,"6,885,567","1,818,380","3,745,786",.3.33.43.5,,,"4,452,795",,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235,793","368,236","565,145","537,704","84,604","244,076","428,676","358,690","33,507","112,539",,"96,120","97,933","328,565",,"826,935",,,,,,,,,,,,,,,,,,,,,,,
