Particulars,Q1 2064, Q2 2064, Q3 2064, Q4 2064, Q1 2065, Q2 2065, Q3 2065, Q4 2065, Q1 2066, Q2 2066, Q3 2066, Q4 2066, Q1 2067, Q2 2067, Q3 2067, Q4 2067, Q1 2068, Q2 2068, Q3 2068, Q4 2068, Q1 2069, Q2 2069, Q3 2069, Q4 2069, Q1 2070, Q2 2070, Q3 2070, Q4 2070, Q1 2071, Q2 2071, Q3 2071, Q4 2071, Q1 2072, Q2 2072, Q3 2072, Q4 2072, Q1 2073, Q2 2073, Q3 2073, Q4 2073, Q1 2074, Q2 2074, Q3 2074, Q4 2074, Q1 2075, Q2 2075, Q3 2075, Q4 2075, Q1 2076, Q2 2076, Q3 2076, Q4 2076, Q1 2077, Q2 2077, Q3 2077, Q4 2077, Q1 2078, Q2 2078, Q3 2078, Q4 2078, Q1 2079, Q2 2079, Q3 2079, Q4 2079, Q1 2080, Q2 2080, Q3 2080, Q4 2080
"Fees, Commission and Discounts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fixed Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,296,281","1,307,174","1,322,778","1,315,763","1,294,368","1,273,971","1,319,092","1,310,417","1,298,326","1,385,343","1,922,967","1,929,001","2,185,540","2,190,324","2,176,914",,,"2,221,142","2,222,677",,,,,,,,,,,,,,,,,,,,,,,
Foreign Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,332,163","7,994,664","8,739,108","11,995,538","8,232,433","9,522,178","9,013,311","9,666,832","9,848,279","9,690,902","10,056,304","12,697,960","9,531,972","9,489,822","8,785,018",,,"7,644,608","8,439,067",,,,,,,,,,,,,,,,,,,,,,,
Foreign Exchange Gain/Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,"216,792","297,302","385,102","87,695","185,013","310,539","474,312","139,362","286,513","435,373","603,065","154,510","321,102","452,257","609,622",,,"478,169","676,291",,,,,,,,,,,,,,,,,,,,,,,
Income Generating Commercial Complex Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,767","68,090","60,741","47,995","47,001","44,999","40,826","38,684","38,684","576,042","595,707","536,417","627,915","624,355","630,343",,,"612,696",,,,,,,,,,,,,,,,,,,,,,,,
Income Tax Liability,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,702",-,-,"92,551",-,-,-,"40,942","10,266",-,-,"130,293","18,642",-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,195,824","1,733,624","2,248,798","496,686","970,284","1,450,691","1,956,513","451,865","816,326","1,152,812","1,565,896","507,824","1,060,478","1,923,181","3,173,334",,,"3,960,452","5,403,047","1,498,599","3,078,705",,,,,,,,,,,,,,,,,,,,,
Interest Income,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,177,154","1,795,246","2,495,801","590,377","1,256,503","1,933,983","2,670,280","697,250","1,555,402","2,443,438","3,408,443","826,182","1,804,676","2,769,593","3,763,408",,,"2,910,584","9,630,075","2,811,403","5,572,143",,,,,,,,,,,,,,,,,,,,,
Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,956,094","17,971,768","19,842,060","17,438,301","15,958,018","12,361,830","17,113,389","15,670,661","21,666,875","16,661,609","19,306,073","20,125,010","17,935,617","15,027,102","17,929,265",,,"14,929,476","17,261,777","12,064,624","10,807,973",,,,,,,,,,,,,,,,,,,,,
Liquidity (CRR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.28,29.87,24.49,30.32,31.32,32.21,25.47,28.74,27.24,22.63,24.39,26.64,,,21.85,,,,,,,,,,,,,,,,,,,,,,,,
Loans and Advances ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,240,786","98,836,632",,,,,,,,,,,,,,,,,,,,,
Margin Type Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,"552,907","951,626","549,964","413,059","318,568","427,812","557,120","909,683","791,920","1,293,985","1,978,490","2,116,644","2,237,185","2,249,972","2,465,737",,,"1,434,444",,,,,,,,,,,,,,,,,,,,,,,,
Market Value Per Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Money at Call and Short Notice,,,,,,,,,,,,,,,,,,,,,,,,,,,"348,361","625,625","196,100","273,448","633,667","261,272","1,063,950","1,659,451","1,411,666","293,196","1,482,036","228,340","450,034","290,575",-,,,-,"500,000",,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income ( 3.1-3.2),,,,,,,,,,,,,,,,,,,,,,,,,,,"1,177,154","1,795,246","2,495,801","590,377","1,256,503","1,933,983","2,670,280","697,250","1,555,402","2,443,438","3,408,443","826,182","1,804,676","2,769,593","3,763,408",,,"2,910,584","4,227,028","1,312,805","2,493,438",,,,,,,,,,,,,,,,,,,,,
Net Interest Spread,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,4.58,4.93,4.32,4.32,4.28,4.35,4.48,4.51,4.54,4.59,4.40,4.45,4.57,4.44,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/Loss ,,,,,,,,,,,,,,,,,,,,,,,,,,,"544,488","792,852","1,102,806","268,630","589,500","901,516","1,095,595","322,785","802,218","1,319,323","1,915,628","438,461","1,027,879","1,535,151","2,176,487","2,137,0?.4",,"1,611,802","2,474,590",,,,,,,,,,,,,,,,,,,,,,,
Net Worth Per share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Banking Assets ( Net of provision),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non Operating Income/Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,460,"14,653","15,033",-,"1,786","18,201","23,209",208,"9,580","21,460","22,276",119,928,"5,895","26,807",,,"47,179","69,981",,,,,,,,,,,,,,,,,,,,,,,
Non Performing Loan (NPL) to Total Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,2.84,2.58,2.18,2.12,2.02,3.22,3.35,3.16,2.98,1.23,1.17,0.94,0.90,0.87,,,1.19,0.98,1.46,1.25,,,,,,,,,,,,,,,,,,,,,
Operating Profit before provision,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,038,484","1,525,646","2,065,459","475,228","1,038,363","1,559,612","2,079,059","594,824","1,370,187","2,127,931","3,007,909","736,977","1,644,113","2,423,038","3,308,505",,,"2,485,472","3,768,526",,,,,,,,,,,,,,,,,,,,,,,
"Operating Profit""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,492,764","2,171,311","1,640,065","1,725,796","1,749,553","1,717,968","1,601,138","1,619,466","1,492,121","1,727,653","1,493,148","2,340,747","2,388,133","2,244,759","1,820,683","8,292,065",,"2,865,690","2,324,952","4,113,892","4,045,458",,,,,,,,,,,,,,,,,,,,,
Other Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,476,402","3,451,171","2,815,559","2,931,477","3,297,058","3,057,707","3,610,648","3,609,990","3,569,671","3,987,007","3,382,423","3,290,081","3,251,567","3,297,543","3,210,023",6.491.624,,"3,488,907","3,413,374",,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,"428,148","673,046","965,894","237,652","502,609","773,536","1,066,891","224,838","456,284","735,837","806,452","190,884","396,208","604,054","849,292",,,"645,415","927,212","193,676","418,966",,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,,,,,,,,,,,,,,,,,,,,,,"92,974","130,050","206,450","45,118","96,560","149,704","200,860","46,028","98,119","157,252","116,901","25,788","49,647","71,629","129,518",,,"97,790","157,099","259,541","456,629",,,,,,,,,,,,,,,,,,,,,
Other Real Estate Loan (Including Land purchase and Plotting),,,,,,,,,,,,,,,,,,,,,,,,,,,"1,814,088","1,660,142","1,611,578","1,611,823",,"1,930,400","1,673,194","1,592,546",,,,"1,947,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,,,,,,,,,,,,,,,,,,,,,,"428,148","673,046","965,894","237,652","502,609","773,536","1,066,891","224,838","456,284","735,837","806,452","190,884","396,208","604,054","849,292","8,292,065",,"645,415",,,,,,,,,,,,,,,,,,,,,,,,
Overdraft Loan /TR Loan /Working Capital Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paid Up Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,760,000","2,898,000","2,898,000","2,898,000","3,332,700","3,332,700","3,332,700","3,332,700","4,499,145","4,499,145","4,499,145","4,964,357","6,476,320","6,491,624","6,491,624",,,"8,114,529","8,114,529","8,114,529","8,520,256",,,,,,,,,,,,,,,,,,,,,
Price Earning Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit and Loss Account,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Bonus and Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,"856,386","1,246,673","1,820,581","422,133","926,356","1,416,668","1,600,331","507,233","1,272,156","2,079,650","3,023,209","690,203","1,616,159","2,411,014","3,435,536",,,"2,452,882",,,,,,,,,,,,,,,,,,,,,,,,
Profit from Regular Activities,,,,,,,,,,,,,,,,,,,,,,,,,,,"853,998","1,241,375","1,802,243","415,013","918,774","1,404,020","1,584,000","506,684","1,271,355","2,077,004","3,012,956","684,488","1,609,999","2,403,139","3,433,242",,,"2,445,763","3,805,882",,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Staff Bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,853","113,334","165,507","38,376","84,214","128,788","145,485","46,112","115,651","189,059","274,837","62,746","146,924","219,183","312,321",,,"222,989","340,947",,,,,,,,,,,,,,,,,,,,,,,
Provision for possible losses,,,,,,,,,,,,,,,,,,,,,,,,,,,-,258,297,-,-,-,"895,300",-,-,-,-,-,-,-,"915,257",,,"272,224","1,111,665",,,,,,,,,,,,,,,,,,,,,,,
Ratios,,,,,,,,,,,,,,,,,,,,,,,,,,,:           35.56,:           36.68,:          37.52,75.99,76.30,79.12,73.51,73.46,71.52,78.81,77.27,78.16,79.22,4.1,4.1,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,814,088","1,660,142","1,611,578","1,611,823","2,766,529","1,930,400","1,673,194","1,592,546","2,561,463","3,313,132","3,438,432","1,947,511","3,652,267","3,601,989","3,481,717",,,"3,448,301","3,807,106",,,,,,,,,,,,,,,,,,,,,,,
Reserve and Surplus,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,320,963","3,194,561","3,504,515","3,644,846","3,340,210","3,652,226","3,846,306","4,185,782","3,261,974","3,779,076","4,375,384","4,813,778","4,002,759","4,633,125","5,274,461",,,"5,202,468","6,085,632",,,,,,,,,,,,,,,,,,,,,,,
Residential Real Estate Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,18.68,18.57,18.85,17.02,18.48,18.40,16.53,17.84,21.80,23.09,24.20,18.81,21.34,20.52,21.24,,,17.18,,,,,,,,,,,,,,,,,,,,,,,,
Return on Total Net Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staff Expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,"317,792","480,054","713,823","183,209","360,822","609,677","910,246","208,757","411,762","644,656","908,344","240,855","475,988","750,954","1,058,219",,,"829,689","1,057,831",,,,,,,,,,,,,,,,,,,,,,,
Term Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,412,439","5,501,983","5,676,510","6,151,160","6,257,674","6,995,414","7,173,486","7,366,680","7,309,804","7,757,743","8,648,968","9,318,016","10,733,721","11,742,562","12,793,117",,,"13,798,256",,,,,,,,,,,,,,,,,,,,,,,,
Total Assets ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Capital and Liabilities ( 1.1 to 1.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,656,730",,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Loan Loss Provision to total NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.52,143.72,170.45,,,,,,,,,,,,,,,,,,,,,
Total Operating Income,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,784,424","2,678,746","3,745,176","896,089","1,901,794","2,942,825","4,056,196","1,028,419","2,238,233","3,508,424","4,722,705","1,168,716","2,516,309","3,778,046","5,216,016",,,"3,960,576","5,753,569","1,759,217","3,309,410",,,,,,,,,,,,,,,,,,,,,
Write back of provision for possible loss,,,,,,,,,,,,,,,,,,,,,,,,,,,-,258,297,-,-,-,"895,300",-,-,-,-,-,-,-,"915,257",,,"272,224","1,079,040",,,,,,,,,,,,,,,,,,,,,,,
